"artifactName","fullQualifiedName","name","distance","abstractness","instability","elementsCount","Source Cypher File: domains/internal-dependencies/queries/object-oriented-design-metrics/Calculate_distance_between_abstractness_and_instability_for_Java.cypher"
"axon-messaging-5.1.1","org.axonframework","axonframework",,0,,0,""
"axon-messaging-5.1.1","org.axonframework.messaging","messaging",,0,,0,""
"axon-common-5.1.1","org.axonframework.common","common",0.7780390209708511,0.19117647058823528,0.030784508440913606,34,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.configuration","configuration",0.7636963696369636,0.8,0.9636963696369637,5,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.configuration","configuration",0.7636963696369636,0.8,0.9636963696369637,5,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming","streaming",0.7619047619047619,1,0.7619047619047619,2,""
"axon-messaging-5.1.1","org.axonframework.messaging.core","core",0.7005173152814934,0.271264367816092,0.02821831690241463,87,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.gateway","gateway",0.6522435897435899,0.6666666666666666,0.9855769230769231,3,""
"axon-common-5.1.1","org.axonframework.common.infra","infra",0.647242206235012,0.3333333333333333,0.019424460431654675,9,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token","token",0.6277322404371585,0.3333333333333333,0.0389344262295082,9,""
"axon-conversion-5.1.1","org.axonframework.conversion","conversion",0.6245318352059925,0.3333333333333333,0.042134831460674156,12,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork","unitofwork",0.6160933159012911,0.375,0.00890668409870894,16,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.annotation","annotation",0.612864077669903,0.625,0.9878640776699029,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.configuration","configuration",0.6002113048071842,0.7333333333333333,0.866877971473851,15,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation","annotation",0.5907079646017699,0.75,0.8407079646017699,12,""
"axon-modelling-5.1.1","org.axonframework.modelling.configuration","configuration",0.5134575569358177,0.5714285714285714,0.9420289855072463,14,""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.springboot","springboot",0.5042016806722689,0.14285714285714285,0.35294117647058826,7,""
"axon-common-5.1.1","org.axonframework.common.lifecycle","lifecycle",0.5,0.16666666666666666,0.3333333333333333,6,""
"axon-common-5.1.1","org.axonframework.common.annotation","annotation",0.4988511029411765,0.5,0.0011488970588235295,6,""
"axon-update-5.1.1","org.axonframework.update.api","api",0.4778325123152709,0.14285714285714285,0.3793103448275862,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.replay.annotation","annotation",0.4636363636363636,0.5,0.9636363636363636,12,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.api","api",0.4563233376792699,0.15384615384615385,0.3898305084745763,13,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing","processing",0.4406779661016951,0.5,0.940677966101695,4,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.gateway","gateway",0.43333333333333335,0.5,0.9333333333333333,6,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.snapshot","snapshot",0.42307692307692313,0.5,0.9230769230769231,2,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception.annotation","annotation",0.41764705882352926,0.5,0.9176470588235294,12,""
"axon-common-5.1.1","org.axonframework.common.configuration","configuration",0.40820269055563174,0.49803921568627446,0.09375809375809376,51,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.handler","handler",0.40710452338359304,0.42857142857142855,0.9785330948121646,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",0.39639639639639634,0.3333333333333333,0.2702702702702703,6,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.annotation.reflection","reflection",0.38973647711511794,0.42857142857142855,0.9611650485436893,7,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.configuration","configuration",0.3827008928571429,0.4,0.9827008928571429,15,""
"axon-common-5.1.1","org.axonframework.common.tx","tx",0.375,1,0.375,2,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.replay","replay",0.3589238845144358,0.5833333333333334,0.7755905511811023,12,""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring","monitoring",0.35783633841886275,0.42857142857142855,0.21359223300970873,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling","eventhandling",0.3567735960259325,0.4666666666666667,0.17655973730740085,18,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.configuration","configuration",0.3519820971867009,0.375,0.9769820971867008,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.gateway","gateway",0.34965771458662465,0.4444444444444444,0.9052132701421801,9,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.annotation","annotation",0.3441049432090866,0.3684210526315789,0.9756838905775076,19,""
"axon-test-5.1.1","org.axonframework.test.fixture","fixture",0.33498463613879936,0.44545454545454544,0.8895300906842539,33,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.tracing","tracing",0.33244680851063846,0.375,0.9574468085106383,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.configuration","configuration",0.3319138869174356,0.3333333333333333,0.9985805535841022,3,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.conversion","conversion",0.32704402515723263,0.6666666666666666,0.660377358490566,3,""
"axon-modelling-5.1.1","org.axonframework.modelling.annotation","annotation",0.32388101195440644,0.36363636363636365,0.9602446483180428,11,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling","commandhandling",0.32077945729375346,0.47368421052631576,0.2055363321799308,19,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.subscribing","subscribing",0.3171695402298851,0.3333333333333333,0.9838362068965517,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction","transaction",0.30666666666666664,0.6666666666666666,0.64,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.annotation","annotation",0.3044444444444445,0.3333333333333333,0.9711111111111111,12,""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.annotation","annotation",0.3017841213202499,0.3526315789473684,0.9491525423728814,19,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",0.30107526881720426,0.3333333333333333,0.967741935483871,3,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.store","store",0.30000000000000004,1,0.3,2,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.tracing","tracing",0.29905063291139244,0.375,0.9240506329113924,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.correlation","correlation",0.2917293233082707,0.42857142857142855,0.8631578947368421,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.tracing","tracing",0.29038854805725967,0.3333333333333333,0.9570552147239264,6,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.shared","shared",0.29009433962264153,0.125,0.5849056603773585,8,""
"axon-test-5.1.1","org.axonframework.test.extension","extension",0.2875000000000001,0.6,0.6875,5,""
"axon-test-5.1.1","org.axonframework.test.matchers","matchers",0.28516260162601625,0.14166666666666666,0.573170731707317,24,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventstreaming","eventstreaming",0.2800055889339108,0.47058823529411764,0.2494061757719715,17,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.annotation","annotation",0.2777777777777777,0.3333333333333333,0.9444444444444444,3,""
"axon-update-5.1.1","org.axonframework.update","update",0.2679127725856698,0.3333333333333333,0.9345794392523364,6,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0.2553613053613053,0.2833333333333333,0.972027972027972,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring.configuration","configuration",0.2543478260869565,0.3,0.9543478260869566,10,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.snapshot.api","api",0.24731182795698925,0.3333333333333333,0.41935483870967744,6,""
"axon-update-5.1.1","org.axonframework.update.detection","detection",0.24444444444444446,0.2,0.5555555555555556,5,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.retry","retry",0.24328147100424324,0.35714285714285715,0.8861386138613861,14,""
"axon-messaging-5.1.1","org.axonframework.messaging.tracing","tracing",0.23809523809523814,0.42857142857142855,0.3333333333333333,14,""
"axon-common-5.1.1","org.axonframework.common.util","util",0.23809523809523814,0.42857142857142855,0.3333333333333333,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.pooled","pooled",0.23559849396015276,0.2576923076923077,0.977906186267845,26,""
"axon-modelling-5.1.1","org.axonframework.modelling.entity","entity",0.2333135127099748,0.35714285714285715,0.8761706555671176,14,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.interception","interception",0.23198198198198194,0.25,0.9819819819819819,4,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jdbc","jdbc",0.2222222222222221,0.3333333333333333,0.8888888888888888,3,""
"axon-common-5.1.1","org.axonframework.common.property","property",0.21882352941176475,0.33999999999999997,0.4411764705882353,10,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.command","command",0.20192307692307687,0.25,0.9519230769230769,4,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.interception","interception",0.19474562135112583,0.22727272727272727,0.9674728940783986,22,""
"axon-test-5.1.1","org.axonframework.test.util","util",0.1853386809269162,0.30833333333333335,0.8770053475935828,12,""
"axon-test-5.1.1","org.axonframework.test","test",0.18095238095238098,0.2,0.6190476190476191,5,""
"axon-common-5.1.1","org.axonframework.common.lock","lock",0.17464114832535882,0.2727272727272727,0.5526315789473685,11,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.annotation","annotation",0.17274847264247306,0.3471698113207547,0.48008171603677224,53,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",0.1617647058823528,0.25,0.9117647058823529,4,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",0.1611650485436893,0.2,0.9611650485436893,5,""
"axon-modelling-5.1.1","org.axonframework.modelling.entity.child","child",0.15778449144008055,0.4266666666666667,0.7311178247734139,15,""
"axon-messaging-5.1.1","org.axonframework.messaging.monitoring.interception","interception",0.15676567656765683,0.16666666666666666,0.9900990099009901,6,""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.springboot.service.connection","connection",0.15555555555555556,0.4,0.4444444444444444,5,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing","eventsourcing",0.1468812877263581,0.42857142857142855,0.7183098591549296,7,""
"axon-messaging-5.1.1","org.axonframework.messaging.commandhandling.interception","interception",0.1309759547383309,0.14285714285714285,0.9881188118811881,7,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.util","util",0.12685185185185188,0.39166666666666666,0.48148148148148145,12,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.api.command","command",0.125,0.25,0.625,4,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.api.query","query",0.125,0.25,0.625,4,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",0.1248554913294797,0.2,0.9248554913294798,10,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",0.11904761904761907,0.5,0.38095238095238093,4,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.query","query",0.11561302681992336,0.18888888888888888,0.9267241379310345,9,""
"axon-modelling-5.1.1","org.axonframework.modelling","modelling",0.11497326203208558,0.29411764705882354,0.5909090909090909,17,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.conversion","conversion",0.10752688172043012,0.6666666666666666,0.22580645161290322,3,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling.interception","interception",0.09507904698285463,0.1111111111111111,0.9839679358717435,9,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.unitofwork.transaction.jpa","jpa",0.0932721712538227,0.16666666666666666,0.926605504587156,6,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore","eventstore",0.0844309038356379,0.30196078431372547,0.7824701195219124,51,""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer.springboot","springboot",0.07777777777777772,0.2,0.7222222222222222,5,""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.springboot.autoconfig","autoconfig",0.07539682539682535,0.1111111111111111,0.9642857142857143,9,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.configuration.reflection","reflection",0.06818181818181834,0.25,0.8181818181818182,4,""
"axon-common-5.1.1","org.axonframework.common.jpa","jpa",0.06666666666666665,0.4,0.6666666666666666,5,""
"axoniq-spring-boot-autoconfigure-5.1.1","io.axoniq.framework.springboot.actuator.axonserver","axonserver",0.06666666666666665,0.3333333333333333,0.6,3,""
"axon-eventsourcing-5.1.1","org.axonframework.eventsourcing.eventstore.jpa","jpa",0.06653969034160734,0.07692307692307693,0.9896166134185304,13,""
"axon-update-5.1.1","org.axonframework.update.configuration","configuration",0.06617647058823528,0.375,0.5588235294117647,8,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.timeout","timeout",0.06399069226294363,0.1111111111111111,0.9528795811518325,9,""
"axon-common-5.1.1","org.axonframework.common.caching","caching",0.05384615384615388,0.2846153846153846,0.6615384615384615,13,""
"axon-server-connector-5.1.1","io.axoniq.framework.axonserver.connector.event","event",0.05282051282051281,0.06666666666666667,0.9861538461538462,15,""
"axon-tracing-opentelemetry-5.1.1","org.axonframework.extension.tracing.opentelemetry","opentelemetry",0.04761904761904767,0.16666666666666666,0.8809523809523809,6,""
"axon-common-5.1.1","org.axonframework.common.jdbc","jdbc",0.042673992673992744,0.4785714285714286,0.5641025641025641,14,""
"axon-modelling-5.1.1","org.axonframework.modelling.repository","repository",0.030303030303030276,0.6666666666666666,0.36363636363636365,9,""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson","jackson",0.02564102564102566,0.16666666666666666,0.8076923076923077,6,""
"axon-messaging-5.1.1","org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",0.020000000000000018,0.31333333333333335,0.6666666666666666,15,""
"axon-messaging-5.1.1","org.axonframework.messaging.core.sequencing","sequencing",0.016666666666666607,0.16666666666666666,0.85,12,""
"axon-messaging-5.1.1","org.axonframework.messaging.queryhandling","queryhandling",0.013893442622950891,0.44,0.5461065573770492,25,""
"axon-metrics-micrometer-5.1.1","org.axonframework.extension.metrics.micrometer","micrometer",0.0076361221779548405,0.08333333333333333,0.9243027888446215,12,""
"axon-conversion-5.1.1","org.axonframework.conversion.avro","avro",0.006684491978609652,0.2727272727272727,0.7205882352941176,11,""
"axon-conversion-5.1.1","org.axonframework.conversion.jackson2","jackson2",0.006666666666666599,0.16666666666666666,0.84,6,""
"axon-update-5.1.1","org.axonframework.update.common","common",0,0.5,0.5,2,""
