"sourceProject","sourceScan","sourceRootProject","isDifferentTargetProject","isDifferentTargetScan","isDifferentTargetRootProject","distance","distanceTotalPairCount","distanceTotalSourceCount","distanceTotalTargetCount","pairCount","sourceNodeCount","targetNodeCount","examples","exampleProjects","exampleScans","Source Cypher File: domains/internal-dependencies/queries/path-finding/Path_Finding_5_All_pairs_shortest_path_distribution_per_project.cypher"
"axon-metrics-micrometer-5.1.2",,,true,,,3,976,100,65,16,2,16,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/util,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/property,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/conversion,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/messaging/commandhandling/annotation","axon-metrics-micrometer-5.1.2 -> axon-common-5.1.2,axon-metrics-micrometer-5.1.2 -> axon-conversion-5.1.2,axon-metrics-micrometer-5.1.2 -> axon-messaging-5.1.2","",""
"axon-metrics-micrometer-5.1.2",,,true,,,4,597,94,49,13,2,13,"/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/io,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/util,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/property,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/tx","axon-metrics-micrometer-5.1.2 -> axon-common-5.1.2,axon-metrics-micrometer-5.1.2 -> axon-messaging-5.1.2","",""
"axon-metrics-micrometer-5.1.2",,,true,,,5,90,35,22,6,2,6,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/io,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/tx,/org/axonframework/extension/metrics/micrometer -> /org/axonframework/common/function,/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/messaging/commandhandling/gateway","axon-metrics-micrometer-5.1.2 -> axon-common-5.1.2,axon-metrics-micrometer-5.1.2 -> axon-messaging-5.1.2","",""
"axon-metrics-micrometer-5.1.2",,,true,,,6,1,1,1,1,1,1,"/org/axonframework/extension/metrics/micrometer/springboot -> /org/axonframework/common/function","axon-metrics-micrometer-5.1.2 -> axon-common-5.1.2","",""
"axon-modelling-5.1.2",,,false,,,1,777,118,98,17,6,6,"/org/axonframework/modelling/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity -> /org/axonframework/modelling,/org/axonframework/modelling/entity/annotation -> /org/axonframework/modelling,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling","axon-modelling-5.1.2 -> axon-modelling-5.1.2","",""
"axon-modelling-5.1.2",,,false,,,2,990,108,80,9,6,5,"/org/axonframework/modelling/entity -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/modelling/entity","axon-modelling-5.1.2 -> axon-modelling-5.1.2","",""
"axon-modelling-5.1.2",,,false,,,3,976,100,65,5,4,3,"/org/axonframework/modelling -> /org/axonframework/modelling/entity,/org/axonframework/modelling/entity -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/modelling/entity/annotation,/org/axonframework/modelling/configuration -> /org/axonframework/modelling/entity/annotation","axon-modelling-5.1.2 -> axon-modelling-5.1.2","",""
"axon-modelling-5.1.2",,,true,,,1,777,118,98,52,7,19,"/org/axonframework/modelling -> /org/axonframework/common,/org/axonframework/modelling/annotation -> /org/axonframework/common,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common,/org/axonframework/modelling/entity/child -> /org/axonframework/common","axon-modelling-5.1.2 -> axon-common-5.1.2,axon-modelling-5.1.2 -> axon-conversion-5.1.2,axon-modelling-5.1.2 -> axon-messaging-5.1.2","",""
"axon-modelling-5.1.2",,,true,,,2,990,108,80,85,7,36,"/org/axonframework/modelling/entity -> /org/axonframework/common,/org/axonframework/modelling -> /org/axonframework/common/annotation,/org/axonframework/modelling/annotation -> /org/axonframework/common/annotation,/org/axonframework/modelling/entity/child -> /org/axonframework/common/annotation","axon-modelling-5.1.2 -> axon-common-5.1.2,axon-modelling-5.1.2 -> axon-conversion-5.1.2,axon-modelling-5.1.2 -> axon-messaging-5.1.2","",""
"axon-modelling-5.1.2",,,true,,,3,976,100,65,59,7,22,"/org/axonframework/modelling/annotation -> /org/axonframework/common/io,/org/axonframework/modelling/entity/annotation -> /org/axonframework/common/io,/org/axonframework/modelling -> /org/axonframework/common/util,/org/axonframework/modelling/entity -> /org/axonframework/common/util","axon-modelling-5.1.2 -> axon-common-5.1.2,axon-modelling-5.1.2 -> axon-messaging-5.1.2","",""
"axon-modelling-5.1.2",,,true,,,4,597,94,49,37,7,17,"/org/axonframework/modelling -> /org/axonframework/common/io,/org/axonframework/modelling/entity -> /org/axonframework/common/io,/org/axonframework/modelling/entity/child -> /org/axonframework/common/io,/org/axonframework/modelling/configuration -> /org/axonframework/common/io","axon-modelling-5.1.2 -> axon-common-5.1.2,axon-modelling-5.1.2 -> axon-messaging-5.1.2","",""
"axon-server-connector-5.1.2",,,false,,,1,777,118,98,17,6,9,"/io/axoniq/framework/axonserver/connector/query -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/command -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/snapshot","axon-server-connector-5.1.2 -> axon-server-connector-5.1.2","",""
"axon-server-connector-5.1.2",,,false,,,2,990,108,80,10,5,4,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/shared,/io/axoniq/framework/axonserver/connector/shared -> /io/axoniq/framework/axonserver/connector/util,/io/axoniq/framework/axonserver/connector/event -> /io/axoniq/framework/axonserver/connector/util,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/util","axon-server-connector-5.1.2 -> axon-server-connector-5.1.2","",""
"axon-server-connector-5.1.2",,,false,,,3,976,100,65,2,1,2,"/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/query,/io/axoniq/framework/axonserver/connector/configuration -> /io/axoniq/framework/axonserver/connector/api/command","axon-server-connector-5.1.2 -> axon-server-connector-5.1.2","",""
"axon-server-connector-5.1.2",,,true,,,1,777,118,98,58,10,25,"/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/modelling,/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/common,/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/common,/io/axoniq/framework/axonserver/connector/api -> /org/axonframework/common","axon-server-connector-5.1.2 -> axon-modelling-5.1.2,axon-server-connector-5.1.2 -> axon-common-5.1.2,axon-server-connector-5.1.2 -> axon-eventsourcing-5.1.2,axon-server-connector-5.1.2 -> axon-conversion-5.1.2","",""
"axon-server-connector-5.1.2",,,true,,,2,990,108,80,96,10,39,"/io/axoniq/framework/axonserver/connector/query -> /org/axonframework/modelling,/io/axoniq/framework/axonserver/connector/event -> /org/axonframework/modelling,/io/axoniq/framework/axonserver/connector/command -> /org/axonframework/modelling,/io/axoniq/framework/axonserver/connector/shared -> /org/axonframework/modelling/annotation","axon-server-connector-5.1.2 -> axon-modelling-5.1.2,axon-server-connector-5.1.2 -> axon-common-5.1.2,axon-server-connector-5.1.2 -> axon-eventsourcing-5.1.2,axon-server-connector-5.1.2 -> axon-conversion-5.1.2","",""
