"projectName","shortCodeUnitName","codeUnitName","pageRank","articleRank","normalizedPageRankToArticleRankDifference","rank","Source Cypher File: domains/archetypes/labels/ArchetypeAuthority.cypher"
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config/routes.ts",4.590541454489806,2.009284159168137,0.2830723609755998,1,""
"react-router-dev","routes","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/routes.ts",4.117128388905979,1.91519143210542,0.23708135801804225,2,""
"react-router","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router/lib/rsc/server.rsc.ts",2.8053598178527768,2.2515967328811612,0.018970894910649905,3,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config/config.ts",1.3778280655650803,0.636483908960021,0.08246422588828184,4,""
"react-router-dev","is-react-router-repo","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config/is-react-router-repo.ts",1.083105489181999,0.6028829053407873,0.05003987562145186,5,""
"react-router-express","server","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-express/server.ts",0.9997042353362876,0.227367620471625,0.0964435784755576,6,""
"react-router-express","react-router-express","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-express/index.ts",0.9997042353362876,0.33629033056368657,0.07990334182243589,7,""
"react-router-dev","config","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/config.ts",0.910331021646707,0.48924181499183816,0.04529739371933992,8,""
"react-router-dev","vite","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-dev/vite/vite.ts",0.88019605789389,0.6962855596746846,0.010020128869696845,9,""
"react-router-cloudflare","react-router-cloudflare","/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/source/react-router-7.18.3/packages/react-router-cloudflare/index.ts",0.6057296284126917,0.3064541919008385,0.03426961326630461,10,""
