"dependencyName","usingPackageCount","dependencyVersionCount","packageNameExamples","dependencyVersionExamples","packageDirectory","Source Cypher File: External_Dependencies/Package_json_dependencies_occurrence.cypher"
"react-dom",45,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-rsc-vite,integration-rsc-vite-framework,integration-vite-rolldown-template,integration-cloudflare-dev-proxy-template,integration-vite-plugin-cloudflare-template,integration","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/rsc-vite",""
"react",45,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-rsc-vite,integration-rsc-vite-framework,integration-vite-rolldown-template,integration-cloudflare-dev-proxy-template,integration-vite-plugin-cloudflare-template,integration","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/rsc-vite",""
"react-router",25,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-rsc-vite,integration-rsc-vite-framework,integration-vite-rolldown-template,integration-cloudflare-dev-proxy-template,integration-vite-plugin-cloudflare-template,integration","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/rsc-vite",""
"react-router-dom",23,0,"custom-query-parse-serialization,basic-data-router,notes,lazy-loading,scroll-restoration,custom-filter-link,navigation-blocking,auth,multi-app","","react-router-7.12.0/packages/create-react-router/__tests__/fixtures/basic,react-router-7.12.0/examples/custom-query-parsing,react-router-7.12.0/examples/basic-data-router,react-router-7.12.0/examples/notes",""
"isbot",21,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration-cloudflare-dev-proxy-template,integration-vite-plugin-cloudflare-template,integration,@react-router/dev,@remix-run/react-router","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"@react-router/node",20,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration,@react-router/express,@react-router/serve,@react-router/dev,@playground/framework","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"express",17,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-rsc-vite,integration-rsc-vite-framework,integration-vite-rolldown-template,integration-vite-plugin-cloudflare-template,integration,@react-router/serve","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/rsc-vite",""
"@react-router/serve",12,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-rsc-vite-framework,integration-vite-rolldown-template,@playground/framework,@playground/split-route-modules,@playground/framework-vite-7-beta,@playground/framework-vite-5","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/rsc-vite-framework",""
"compression",10,0,"integration-rsc-vite,integration-rsc-vite-framework,@react-router/serve,@playground/framework,@playground/framework-express,@playground/rsc-vite,@playground/rsc-vite-framework,multi-app,ssr","","react-router-7.12.0/integration/helpers/rsc-vite,react-router-7.12.0/integration/helpers/rsc-vite-framework,react-router-7.12.0/packages/react-router-serve,react-router-7.12.0/playground/middleware",""
"@react-router/express",8,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration,@react-router/serve,@playground/framework,@playground/framework-express","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"serialize-javascript",7,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration-vite-plugin-cloudflare-template,integration,@playground/vite-plugin-cloudflare","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"cross-env",6,0,"integration-rsc-vite,@playground/framework,@playground/framework-rolldown-vite,multi-app,ssr,ssr-data-router","","react-router-7.12.0/integration/helpers/rsc-vite,react-router-7.12.0/playground/middleware,react-router-7.12.0/playground/framework-rolldown-vite,react-router-7.12.0/examples/multi-app",""
"@mjackson/node-fetch-server",6,0,"integration-rsc-vite,integration-rsc-vite-framework,@react-router/node,@react-router/serve,@playground/rsc-vite,@playground/rsc-vite-framework","","react-router-7.12.0/integration/helpers/rsc-vite,react-router-7.12.0/integration/helpers/rsc-vite-framework,react-router-7.12.0/packages/react-router-node,react-router-7.12.0/packages/react-router-serve",""
"@vanilla-extract/vite-plugin",5,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"@vanilla-extract/css",5,0,"integration-vite-5-template,integration-vite-6-template,integration-vite-7-beta-template,integration-vite-rolldown-template,integration","","react-router-7.12.0/integration/helpers/vite-5-template,react-router-7.12.0/integration/helpers/vite-6-template,react-router-7.12.0/integration/helpers/vite-7-beta-template,react-router-7.12.0/integration/helpers/vite-rolldown-template",""
"react-server-dom-webpack",4,0,"integration-rsc-vite,integration-rsc-vite-framework,@playground/rsc-vite,@playground/rsc-vite-framework","","react-router-7.12.0/integration/helpers/rsc-vite,react-router-7.12.0/integration/helpers/rsc-vite-framework,react-router-7.12.0/playground/rsc-vite,react-router-7.12.0/playground/rsc-vite-framework",""
"semver",4,0,"integration,create-react-router,@react-router/dev,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0/packages/create-react-router,react-router-7.12.0/packages/react-router-dev,react-router-7.12.0",""
"prettier",3,0,"integration,@react-router/dev,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0/packages/react-router-dev,react-router-7.12.0",""
"morgan",3,0,"@react-router/serve,@playground/framework,@playground/framework-express","","react-router-7.12.0/packages/react-router-serve,react-router-7.12.0/playground/middleware,react-router-7.12.0/playground/framework-express",""
"strip-ansi",2,0,"integration,create-react-router","","react-router-7.12.0/integration,react-router-7.12.0/packages/create-react-router",""
"dedent",2,0,"integration,@react-router/dev","","react-router-7.12.0/integration,react-router-7.12.0/packages/react-router-dev",""
"execa",2,0,"integration,create-react-router","","react-router-7.12.0/integration,react-router-7.12.0/packages/create-react-router",""
"@mdx-js/rollup",2,0,"integration,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0",""
"vite",2,0,"integration,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0",""
"@playwright/test",2,0,"integration,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0",""
"typescript",2,0,"integration,@remix-run/react-router","","react-router-7.12.0/integration,react-router-7.12.0",""
"pathe",2,0,"integration,@react-router/dev","","react-router-7.12.0/integration,react-router-7.12.0/packages/react-router-dev",""
"get-port",2,0,"integration,@react-router/serve","","react-router-7.12.0/integration,react-router-7.12.0/packages/react-router-serve",""
"arg",2,0,"create-react-router,@react-router/dev","","react-router-7.12.0/packages/create-react-router,react-router-7.12.0/packages/react-router-dev",""
"chalk",2,0,"create-react-router,@remix-run/react-router","","react-router-7.12.0/packages/create-react-router,react-router-7.12.0",""
"@babel/core",2,0,"@react-router/dev,@remix-run/react-router","","react-router-7.12.0/packages/react-router-dev,react-router-7.12.0",""
"@babel/preset-typescript",2,0,"@react-router/dev,@remix-run/react-router","","react-router-7.12.0/packages/react-router-dev,react-router-7.12.0",""
"@reach/dialog",2,0,"modal,modal-route-with-outlet","","react-router-7.12.0/examples/modal,react-router-7.12.0/examples/modal-route-with-outlet",""
"@react-router/cloudflare",1,0,"integration-cloudflare-dev-proxy-template","","react-router-7.12.0/integration/helpers/cloudflare-dev-proxy-template",""
"miniflare",1,0,"integration-cloudflare-dev-proxy-template","","react-router-7.12.0/integration/helpers/cloudflare-dev-proxy-template",""
"@types/express",1,0,"integration","","react-router-7.12.0/integration",""
"vite-env-only",1,0,"integration","","react-router-7.12.0/integration",""
"@types/glob",1,0,"integration","","react-router-7.12.0/integration",""
"wait-on",1,0,"integration","","react-router-7.12.0/integration",""
"glob",1,0,"integration","","react-router-7.12.0/integration",""
"cross-spawn",1,0,"integration","","react-router-7.12.0/integration",""
"@types/dedent",1,0,"integration","","react-router-7.12.0/integration",""
"@react-router/dev",1,0,"integration","","react-router-7.12.0/integration",""
"@types/wait-on",1,0,"integration","","react-router-7.12.0/integration",""
"@types/cross-spawn",1,0,"integration","","react-router-7.12.0/integration",""
"@types/shelljs",1,0,"integration","","react-router-7.12.0/integration",""
"type-fest",1,0,"integration","","react-router-7.12.0/integration",""
"@types/semver",1,0,"integration","","react-router-7.12.0/integration",""
"postcss-import",1,0,"integration","","react-router-7.12.0/integration",""
"shelljs",1,0,"integration","","react-router-7.12.0/integration",""
"vite-tsconfig-paths",1,0,"integration","","react-router-7.12.0/integration",""
"cheerio",1,0,"integration","","react-router-7.12.0/integration",""
"postcss",1,0,"integration","","react-router-7.12.0/integration",""
"strip-indent",1,0,"integration","","react-router-7.12.0/integration",""
"@types/aws-lambda",1,0,"@react-router/architect","","react-router-7.12.0/packages/react-router-architect",""
"@architect/functions",1,0,"@react-router/architect","","react-router-7.12.0/packages/react-router-architect",""
"sisteransi",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"proxy-agent",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"@remix-run/web-fetch",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"sort-package-json",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"tar-fs",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"gunzip-maybe",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"log-update",1,0,"create-react-router","","react-router-7.12.0/packages/create-react-router",""
"minimatch",1,0,"@react-router/fs-routes","","react-router-7.12.0/packages/react-router-fs-routes",""
"cookie",1,0,"react-router","","react-router-7.12.0/packages/react-router",""
"set-cookie-parser",1,0,"react-router","","react-router-7.12.0/packages/react-router",""
"source-map-support",1,0,"@react-router/serve","","react-router-7.12.0/packages/react-router-serve",""
"not-react-router",1,0,"","","react-router-7.12.0/packages/create-react-router/__tests__/fixtures/basic",""
"chokidar",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"lodash",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"valibot",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@babel/parser",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@babel/traverse",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"jsesc",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"picocolors",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"p-map",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"vite-node",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"babel-dead-code-elimination",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"pkg-types",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"exit-hook",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@remix-run/node-fetch-server",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"es-module-lexer",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@babel/generator",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@babel/plugin-syntax-jsx",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"react-refresh",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"tinyglobby",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"@babel/types",1,0,"@react-router/dev","","react-router-7.12.0/packages/react-router-dev",""
"tiny-invariant",1,0,"","","react-router-7.12.0/tutorials/address-book",""
"sort-by",1,0,"","","react-router-7.12.0/tutorials/address-book",""
"match-sorter",1,0,"","","react-router-7.12.0/tutorials/address-book",""
"eslint-plugin-flowtype",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"prompts",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"remark-gfm",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"babel-plugin-dev-expression",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"unist-util-remove",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-jest",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"fast-glob",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"jsonfile",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-import",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-config-react-app",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@types/jest",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-jsdoc",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@types/react",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@typescript-eslint/eslint-plugin",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@types/react-test-renderer",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@remix-run/changelog-github",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"babel-jest",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@types/jsdom",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@types/react-dom",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@changesets/cli",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"dox",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@manypkg/get-packages",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"remark-stringify",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-react-hooks",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-react",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"typedoc",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@babel/preset-react",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"eslint-plugin-jsx-a11y",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@typescript-eslint/parser",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"jest",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"remark-parse",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"@babel/preset-env",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"unified",1,0,"@remix-run/react-router","","react-router-7.12.0",""
"jsurl",1,0,"custom-query-parse-serialization","","react-router-7.12.0/examples/custom-query-parsing",""
"remix-utils",1,0,"@playground/rsc-vite-framework","","react-router-7.12.0/playground/rsc-vite-framework",""
"localforage",1,0,"notes","","react-router-7.12.0/examples/notes",""
"@reach/visually-hidden",1,0,"custom-filter-link","","react-router-7.12.0/examples/custom-filter-link",""
"history",1,0,"ssr-data-router","","react-router-7.12.0/examples/ssr-data-router",""
"@remix-run/router",1,0,"ssr-data-router","","react-router-7.12.0/examples/ssr-data-router",""
