"nodeCount","relationshipCount","projectCount","moduleCount","functionCount","objectCount","typeAliasCount","interfaceCount","classCount","methodCount","Source Cypher File: domains/overview/queries/overview/Overview_size_for_Typescript.cypher"
209450,450669,11,160,1336,1561,341,142,14,128,""
