"relationshipType","nodesWithThatRelationshipType","nodesWithThatRelationshipTypePercent","Source Cypher File: domains/overview/queries/overview/Relationship_type_count.cypher"
"CONTAINS_CHANGE",89878,19.94323993884647,""
"MODIFIES",89878,19.94323993884647,""
"CONTAINS",73597,16.330610714293638,""
"UPDATES",59539,13.211248166614523,""
"COMMITTED",21986,4.878525037222441,""
"CREATES",20546,4.559000064348779,""
"DELETES",12725,2.823580055428707,""
"HAS_PARENT",12084,2.681347064031473,""
"HAS_COMMIT",10993,2.4392625186112205,""
"DEPENDS_ON",10524,2.335195010085007,""
"HAS_FILE",6448,1.4307618229787271,""
"OF_TYPE",5988,1.3286913455329743,""
"HAS_TYPE_ARGUMENT",5587,1.2397125162813505,""
"REFERENCES",3045,0.6756621822224294,""
"RENAMES",2932,0.6505883475455378,""
"CHANGED_TOGETHER_WITH",2909,0.6454848236732502,""
"DECLARES",2346,0.5205594349733397,""
"EXPORTS",1920,0.4260332971648816,""
"HAS_MEMBER",1877,0.4164919264471264,""
"HAS_PARAMETER",1849,0.4102789408634719,""
"HAS_NEW_NAME",1712,0.3798796899720194,""
"HAS_KEY",1563,0.3468177309732864,""
"HAS_VALUE",1563,0.3468177309732864,""
"RETURNS",1389,0.308208463417719,""
"HAS_TAG",1356,0.30088601612269755,""
"ON_COMMIT",1356,0.30088601612269755,""
"HAS_AUTHOR",1321,0.29311978414312945,""
"HAS_COMMITTER",361,0.08010313556068865,""
"DECLARES_DEPENDENCY",332,0.07366825763476077,""
"DECLARES_DEV_DEPENDENCY",310,0.06878662610474649,""
"INITIALIZED_WITH",277,0.061464178809725094,""
"CONSTRAINED_BY",229,0.05081334638060306,""
"IN_WEAKLY_CONNECTED_COMPONENT",221,0.04903820764241605,""
"SIMILAR",220,0.048816315300142674,""
"RESOLVES_TO",213,0.047263068904229044,""
"USES",182,0.040384406293754394,""
"DECLARES_SCRIPT",166,0.036834128817380386,""
"IS_DESCRIBED_IN_NPM_PACKAGE",132,0.029289789180085606,""
"IN_STRONGLY_CONNECTED_COMPONENT",131,0.029067896837812232,""
"CONTAINS_VALUE",128,0.028402219810992103,""
"HAS",117,0.02596140404598497,""
"HAS_ARGUMENT",102,0.022633018911884333,""
"CALLS",99,0.021967341885064207,""
"MEMBER",96,0.021301664858244078,""
"PARENT",96,0.021301664858244078,""
"COPIES",80,0.017751387381870064,""
"COPY_OF",44,0.009763263060028535,""
"EXTENDS",37,0.008210016664114904,""
"DECLARES_ENGINE",33,0.0073224472950214016,""
"REQUIRES_CONCEPT",28,0.006212985583654523,""
"DECLARES_PEER_DEPENDENCY",27,0.005991093241381146,""
"DESCRIBED_BY_GETTER",17,0.0037721698186473887,""
"HAS_EXPORT",15,0.0033283851341006374,""
"CONTAINS_PROJECT",11,0.002440815765007134,""
"HAS_CONFIG",11,0.002440815765007134,""
"HAS_ROOT",11,0.002440815765007134,""
"IN_REPOSITORY",11,0.002440815765007134,""
"HAS_BUG_TRACKER",9,0.001997031080460382,""
"INCLUDES_CONCEPT",4,0.0008875693690935032,""
"HAS_BINARY",3,0.0006656770268201274,""
"HAS_HEAD",2,0.0004437846845467516,""
"DESCRIBED_BY_SETTER",1,0.0002218923422733758,""
"HAS_BRANCH",1,0.0002218923422733758,""
"IMPLEMENTS",1,0.0002218923422733758,""
