"artifactName","annotationName","languageElement","numberOfAnnotatedElements","examples","Source Cypher File: Java/Annotated_code_elements_per_artifact.cypher"
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation.MessageHandler","Annotation",5,"org.axonframework.messaging.commandhandling.annotation.CommandHandler,org.axonframework.messaging.eventhandling.annotation.EventHandler,org.axonframework.messaging.eventhandling.replay.annotation.ResetHandler,org.axonframework.messaging.queryhandling.annotation.QueryHandler,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptor",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation.HasHandlerAttributes","Annotation",5,"org.axonframework.messaging.eventhandling.replay.annotation.AllowReplay,org.axonframework.messaging.core.annotation.MessageHandlerTimeout,org.axonframework.messaging.core.annotation.MessageHandler,org.axonframework.messaging.core.annotation.SequencingPolicy,org.axonframework.messaging.core.interception.annotation.ResultHandler",""
"axon-messaging-5.0.3","java.lang.Deprecated","Method",5,"org.axonframework.messaging.core.GenericResultMessage.asResultMessage,org.axonframework.messaging.core.annotation.MessageHandlingMember.handleSync,org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptorMemberChain.handleSync,org.axonframework.messaging.core.interception.annotation.NoMoreInterceptors.handleSync",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.annotation.Message","Annotation",4,"org.axonframework.messaging.commandhandling.annotation.Command,org.axonframework.messaging.eventhandling.annotation.Event,org.axonframework.messaging.queryhandling.annotation.Query,org.axonframework.messaging.queryhandling.annotation.QueryResponse",""
"axon-messaging-5.0.3","jakarta.persistence.Basic","Field",4,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.tokenType,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.timestamp,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.owner,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.mask",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonGetter","Method",3,"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.resetContext,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.lowerSegmentToken,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.upperSegmentToken",""
"axon-messaging-5.0.3","jakarta.annotation.Nullable","Field",3,"org.axonframework.messaging.eventstreaming.StartingFrom.position,org.axonframework.messaging.core.annotation.AnnotationMessageTypeResolver$AnnotationSpecification.namespaceAttribute,org.axonframework.messaging.core.SimpleEntry.message",""
"axon-messaging-5.0.3","java.lang.SafeVarargs","Constructor",2,"org.axonframework.messaging.monitoring.MultiMessageMonitor.<init>,org.axonframework.messaging.core.retry.NonTransientExceptionClassesPredicate.<init>",""
"axon-messaging-5.0.3","java.lang.Deprecated","Constructor",2,"org.axonframework.messaging.commandhandling.GenericCommandResultMessage.<init>",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Field",2,"org.axonframework.messaging.eventhandling.GenericEventMessage.clock,org.axonframework.messaging.core.sequencing.SequentialPolicy.FULL_SEQUENTIAL_POLICY",""
"axon-messaging-5.0.3","jakarta.persistence.Id","Field",2,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.processorName,org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.segment",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonTypeInfo","Field",2,"org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.tokenAtReset,org.axonframework.messaging.eventhandling.processing.streaming.token.ReplayToken.currentToken",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonTypeInfo","Method",2,"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.lowerSegmentToken,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.upperSegmentToken",""
"axon-messaging-5.0.3","com.fasterxml.jackson.annotation.JsonIgnore","Method",2,"org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.isLowerSegmentAdvanced,org.axonframework.messaging.eventhandling.processing.streaming.token.MergedTrackingToken.isUpperSegmentAdvanced",""
"axon-messaging-5.0.3","org.axonframework.messaging.eventhandling.replay.annotation.AllowReplay","Annotation",1,"org.axonframework.messaging.eventhandling.replay.annotation.DisallowReplay",""
"axon-messaging-5.0.3","javax.annotation.Nonnull","Method",1,"org.axonframework.messaging.eventhandling.processing.streaming.token.GapAwareTrackingToken.assertGapAwareTrackingToken",""
"axon-messaging-5.0.3","java.lang.Deprecated","Field",1,"org.axonframework.messaging.eventhandling.GenericEventMessage.clock",""
"axon-messaging-5.0.3","jakarta.persistence.Entity","Class",1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry",""
"axon-messaging-5.0.3","jakarta.persistence.IdClass","Class",1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry",""
"axon-messaging-5.0.3","jakarta.persistence.Lob","Field",1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.token",""
"axon-messaging-5.0.3","jakarta.persistence.Column","Field",1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa.TokenEntry.token",""
"axon-messaging-5.0.3","org.axonframework.common.annotation.Internal","Annotation",1,"org.axonframework.messaging.core.annotation.Message",""
"axon-messaging-5.0.3","java.lang.annotation.Inherited","Annotation",1,"org.axonframework.messaging.core.annotation.SequencingPolicy",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation.MessageHandlerInterceptor","Annotation",1,"org.axonframework.messaging.core.interception.annotation.ExceptionHandler",""
"axon-messaging-5.0.3","org.axonframework.messaging.core.interception.annotation.ResultHandler","Annotation",1,"org.axonframework.messaging.core.interception.annotation.ExceptionHandler",""
"axon-messaging-5.0.3","java.lang.SafeVarargs","Method",1,"org.axonframework.messaging.core.MessageStream.fromItems",""
"axon-messaging-5.0.3","java.lang.Deprecated","Class",1,"org.axonframework.messaging.core.unitofwork.LegacyMessageSupportingContext",""
"axon-metrics-micrometer-5.0.3","jakarta.annotation.Nonnull","Parameter",11,"org.axonframework.extension.metrics.micrometer.TagsUtil.processorNameTag(0),org.axonframework.extension.metrics.micrometer.TagsUtil.processorTags(0),org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer.<init>(0),org.axonframework.extension.metrics.micrometer.MetricsConfigurationEnhancer.enhance(0),org.axonframework.extension.metrics.micrometer.MessageTimerMonitor.onMessageIngested(0),org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration$1.enhance(0),org.axonframework.extension.metrics.micrometer.EventProcessorLatencyMonitor.onMessageIngested(0),org.axonframework.extension.metrics.micrometer.MessageCountingMonitor.onMessageIngested(0),org.axonframework.extension.metrics.micrometer.CapacityMonitor.onMessageIngested(0)",""
"axon-metrics-micrometer-5.0.3","org.springframework.context.annotation.Bean","Method",3,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.disableMetricsConfigurationEnhancer,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.meterRegistry,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.metricsConfigurationEnhancer",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnProperty","Method",3,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.disableMetricsConfigurationEnhancer,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.meterRegistry,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.metricsConfigurationEnhancer",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","Method",2,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.meterRegistry,org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration.metricsConfigurationEnhancer",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.AutoConfigureAfter","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnClass","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.AutoConfiguration","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.autoconfigure.AutoConfigureBefore","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.context.properties.EnableConfigurationProperties","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MicrometerMetricsAutoConfiguration",""
"axon-metrics-micrometer-5.0.3","org.springframework.boot.context.properties.ConfigurationProperties","Class",1,"org.axonframework.extension.metrics.micrometer.springboot.MetricsProperties",""
"axon-modelling-5.0.3","jakarta.annotation.Nonnull","Parameter",414,"org.axonframework.modelling.PropertyBasedEntityIdResolver.<init>(0),org.axonframework.modelling.PropertyBasedEntityIdResolver.resolve(0),org.axonframework.modelling.PropertyBasedEntityIdResolver.resolve(1),org.axonframework.modelling.SimpleEntityEvolvingComponent.<init>(0),org.axonframework.modelling.SimpleEntityEvolvingComponent.evolve(0),org.axonframework.modelling.SimpleEntityEvolvingComponent.evolve(1),org.axonframework.modelling.SimpleEntityEvolvingComponent.evolve(2),org.axonframework.modelling.SimpleEntityEvolvingComponent.describeTo(0),org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver.resolve(0)",""
"axon-modelling-5.0.3","jakarta.annotation.Nonnull","Method",113,"org.axonframework.modelling.PropertyBasedEntityIdResolver.resolve,org.axonframework.modelling.SimpleEntityEvolvingComponent.supportedEvents,org.axonframework.modelling.annotation.AnnotationBasedEntityIdResolver.resolve,org.axonframework.modelling.annotation.InjectEntityParameterResolver.resolveParameterValue,org.axonframework.modelling.EntityIdResolver.resolve,org.axonframework.modelling.annotation.AnnotationBasedEntityEvolvingComponent.supportedEvents,org.axonframework.modelling.EntityEvolvingComponent.supportedEvents,org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder.instanceCommandHandler,org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder.creationalCommandHandler",""
"axon-modelling-5.0.3","java.lang.FunctionalInterface","Interface",11,"org.axonframework.modelling.EntityIdResolver,org.axonframework.modelling.annotation.EntityIdResolverDefinition,org.axonframework.modelling.entity.annotation.CommandTargetResolverDefinition,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodelFactory,org.axonframework.modelling.entity.EntityCommandHandler,org.axonframework.modelling.entity.child.EventTargetMatcher,org.axonframework.modelling.entity.child.CommandTargetResolver,org.axonframework.modelling.EntityEvolver,org.axonframework.modelling.configuration.EntityMetamodelConfigurationBuilder",""
"axon-modelling-5.0.3","jakarta.annotation.Nullable","Parameter",9,"org.axonframework.modelling.entity.ConcreteEntityMetamodel$Builder.entityEvolver(0),org.axonframework.modelling.entity.PolymorphicEntityMetamodelBuilder.entityEvolver(0),org.axonframework.modelling.entity.EntityMetamodelBuilder.entityEvolver(0),org.axonframework.modelling.entity.child.ChildEntityFieldDefinition.evolveParentBasedOnChildInput(1),org.axonframework.modelling.entity.PolymorphicEntityMetamodel$Builder.entityEvolver(0),org.axonframework.modelling.entity.ConcreteEntityMetamodel.<init>(4)",""
"axon-modelling-5.0.3","jakarta.annotation.Nullable","Method",5,"org.axonframework.modelling.annotation.InjectEntityParameterResolverFactory.createInstance,org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodel.getExpectedRepresentation,org.axonframework.modelling.entity.child.CommandTargetResolver.getTargetChildEntity,org.axonframework.modelling.entity.child.ChildEntityFieldDefinition.getChildValue,org.axonframework.modelling.entity.ConcreteEntityMetamodel.evolve",""
"axon-modelling-5.0.3","java.lang.annotation.Retention","Annotation",3,"org.axonframework.modelling.annotation.TargetEntityId,org.axonframework.modelling.annotation.InjectEntity,org.axonframework.modelling.entity.annotation.EntityMember",""
"axon-modelling-5.0.3","java.lang.annotation.Target","Annotation",3,"org.axonframework.modelling.annotation.TargetEntityId,org.axonframework.modelling.annotation.InjectEntity,org.axonframework.modelling.entity.annotation.EntityMember",""
"axon-modelling-5.0.3","org.axonframework.common.annotation.Internal","Class",3,"org.axonframework.modelling.entity.annotation.AbstractEntityChildModelDefinition,org.axonframework.modelling.entity.annotation.RoutingKeyUtils,org.axonframework.modelling.entity.annotation.AnnotatedEntityModelRoutingKeyMatcher",""
"axon-modelling-5.0.3","java.lang.annotation.Documented","Annotation",1,"org.axonframework.modelling.entity.annotation.EntityMember",""
"axon-modelling-5.0.3","org.axonframework.common.annotation.Internal","Interface",1,"org.axonframework.modelling.entity.annotation.AnnotatedEntityMetamodelFactory",""
"axon-server-connector-5.0.3","jakarta.annotation.Nonnull","Parameter",134,"org.axonframework.axonserver.connector.MetadataConverter.convertGrpcToMetadataValues(0),org.axonframework.axonserver.connector.MetadataConverter.convertMetadataValuesToGrpc(0),org.axonframework.axonserver.connector.util.PriorityExecutorService.awaitTermination(1),org.axonframework.axonserver.connector.util.PriorityExecutorService.submit(0),org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAll(0),org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAll(2),org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAny(0),org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAny(2),org.axonframework.axonserver.connector.util.PriorityExecutorService.execute(0)",""
"axon-server-connector-5.0.3","jakarta.annotation.Nonnull","Method",37,"org.axonframework.axonserver.connector.MetadataConverter.convertGrpcToMetadataValues,org.axonframework.axonserver.connector.MetadataConverter.convertMetadataValuesToGrpc,org.axonframework.axonserver.connector.util.PriorityExecutorService.shutdownNow,org.axonframework.axonserver.connector.util.PriorityExecutorService.submit,org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAll,org.axonframework.axonserver.connector.util.PriorityExecutorService.invokeAny,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream.buildResponseMessage,org.axonframework.axonserver.connector.query.QueryUpdateMessageStream.createAxonException,org.axonframework.axonserver.connector.query.QueryResponseMessageStream.buildResponseMessage",""
"axon-server-connector-5.0.3","org.axonframework.common.annotation.Internal","Class",12,"org.axonframework.axonserver.connector.MetadataConverter,org.axonframework.axonserver.connector.query.AbstractQueryResponseMessageStream,org.axonframework.axonserver.connector.query.QueryConverter,org.axonframework.axonserver.connector.query.QueryResponseMessageStream,org.axonframework.axonserver.connector.query.FlowControlledResponseSender,org.axonframework.axonserver.connector.event.TaggedEventConverter,org.axonframework.axonserver.connector.event.SourcingEventMessageStream,org.axonframework.axonserver.connector.event.ConditionConverter,org.axonframework.axonserver.connector.event.EventProcessorInfoUtils",""
"axon-server-connector-5.0.3","jakarta.annotation.Nullable","Parameter",8,"org.axonframework.axonserver.connector.util.ExceptionConverter.convertToErrorMessage(1),org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector.query(1),org.axonframework.axonserver.connector.query.AxonServerQueryBusConnector.subscriptionQuery(1),org.axonframework.axonserver.connector.query.QueryConverter.convertQueryUpdate(1),org.axonframework.axonserver.connector.event.AggregateBasedAxonServerEventStorageEngine.appendEvents(1),org.axonframework.axonserver.connector.event.AxonServerEventStorageEngine.appendEvents(1),org.axonframework.axonserver.connector.command.CommandConverter.convertResultMessage(0),org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector.dispatch(1)",""
"axon-server-connector-5.0.3","java.lang.FunctionalInterface","Interface",5,"org.axonframework.axonserver.connector.ErrorCode$ExceptionBuilder,org.axonframework.axonserver.connector.ManagedChannelCustomizer,org.axonframework.axonserver.connector.InstructionAckSource,org.axonframework.axonserver.connector.TargetContextResolver,org.axonframework.axonserver.connector.TopologyChangeListener",""
"axon-server-connector-5.0.3","jakarta.annotation.Nonnull","Field",2,"org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback.result,org.axonframework.axonserver.connector.command.AxonServerCommandBusConnector$FutureResultCallback.command",""
"axon-server-connector-5.0.3","org.springframework.boot.context.properties.ConfigurationProperties","Class",1,"org.axonframework.axonserver.connector.AxonServerConfiguration",""
"axon-server-connector-5.0.3","javax.annotation.Nonnull","Parameter",1,"org.axonframework.axonserver.connector.AxonServerConfigurationEnhancer.enhance(0)",""
"axon-server-connector-5.0.3","org.springframework.boot.context.properties.ConfigurationProperties","Method",1,"org.axonframework.axonserver.connector.AxonServerConfiguration.getEventStoreConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Bean","Method",42,"org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration.axonTransactionManager,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration.messageTimeoutHandlerEnhancerDefinition,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration.axonTimeoutConfigurationEnhancer,org.axonframework.extension.springboot.autoconfig.CorrelationDataProviderAutoConfiguration.providerDecorator,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration.defaultAxonJackson2Mapper,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.defaultAxonSchemaStore,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.collectAvroSchemasFromClassPath,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.specificRecordBaseClasspathAvroSchemaLoader,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration.messageHandlerLookup",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnMissingBean","Method",21,"org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration.axonTransactionManager,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration.defaultAxonJackson2Mapper,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration.entityManagerProvider,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration.tokenStore,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration.persistenceExceptionResolver,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration.usagePropertyProvider,org.axonframework.extension.springboot.autoconfig.JpaTransactionAutoConfiguration.axonTransactionManager,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.springComponentRegistry,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.springLifecycleRegistry",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.AutoConfiguration","Class",20,"org.axonframework.extension.springboot.autoconfig.JdbcTransactionAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CorrelationDataProviderAutoConfiguration,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InfrastructureAutoConfiguration,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","jakarta.annotation.Nonnull","Parameter",16,"org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration$1.enhance(0),org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration.axonTimeoutConfigurationEnhancer(0),org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration$AggregateBasedJpaEventStorageEngineConfigurationEnhancer.enhance(0),org.axonframework.extension.springboot.util.DefaultEntityRegistrar.registerBeanDefinitions(1),org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration$1.enhance(0),org.axonframework.extension.springboot.autoconfig.EventProcessingAutoConfiguration.eventProcessorSettings(0),org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.setApplicationContext(0),org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule.<init>(0),org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule.enhance(0)",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnProperty","Class",12,"org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$MessagesAvroCondition,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration$AvroConfiguredCondition$EventsAvroCondition,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$EventsJacksonCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$EventsJacksonCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$MessagesJacksonCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$GeneralJacksonCondition,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration$JacksonConfiguredCondition$GeneralDefaultCondition,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration$JacksonConfiguredCondition$MessagesJacksonCondition",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.context.properties.EnableConfigurationProperties","Class",10,"org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaEventStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","jakarta.annotation.Nonnull","Method",9,"org.axonframework.extension.springboot.util.jpa.ContainerManagedEntityManagerProvider.getEntityManager,org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings.processorMode,org.axonframework.extension.springboot.autoconfig.AxonTimeoutAutoConfiguration$AxonTimeoutConfigurerModule.properties,org.axonframework.extension.springboot.ConverterProperties.getGeneral,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration.buildConverter,org.axonframework.extension.springboot.ConverterProperties.getMessages,org.axonframework.extension.springboot.ConverterProperties.getEvents,org.axonframework.extension.springboot.util.AbstractQualifiedBeanCondition.getConfigurationPhase,org.axonframework.extension.springboot.EventProcessorProperties$ProcessorSettings.tokenStore",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.context.properties.ConfigurationProperties","Class",8,"org.axonframework.extension.springboot.DistributedCommandBusProperties,org.axonframework.extension.springboot.TokenStoreProperties,org.axonframework.extension.springboot.TagsConfigurationProperties,org.axonframework.extension.springboot.TimeoutProperties,org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties,org.axonframework.extension.springboot.ConverterProperties,org.axonframework.extension.springboot.UpdateCheckerProperties,org.axonframework.extension.springboot.EventProcessorProperties",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.context.properties.NestedConfigurationProperty","Field",8,"org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties.events,org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties.commands,org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties.queries,org.axonframework.extension.springboot.TimeoutProperties$MessageHandlerTimeoutProperties.deadlines,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties.commandBus,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties.queryBus,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties.deadline,org.axonframework.extension.springboot.TimeoutProperties$TransactionTimeoutProperties.eventProcessors",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnClass","Class",8,"org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.JpaAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.SecurityAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerActuatorAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.AutoConfigureBefore","Class",7,"org.axonframework.extension.springboot.autoconfig.CorrelationDataProviderAutoConfiguration,org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ConverterAutoConfiguration,org.axonframework.extension.springboot.autoconfig.CBORMapperAutoConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.context.annotation.Conditional","Method",7,"org.axonframework.extension.springboot.autoconfig.Jackson2MapperAutoConfiguration.defaultAxonJackson2Mapper,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.defaultAxonSchemaStore,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.collectAvroSchemasFromClassPath,org.axonframework.extension.springboot.autoconfig.AvroSchemaStoreAutoConfiguration.specificRecordBaseClasspathAvroSchemaLoader,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration.usagePropertyProvider,org.axonframework.extension.springboot.autoconfig.UpdateCheckerAutoConfiguration.springUpdateCheckerConfigEnhancer,org.axonframework.extension.springboot.autoconfig.ObjectMapperAutoConfiguration.defaultAxonObjectMapper",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.context.properties.bind.DefaultValue","Parameter",6,"org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(0),org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(1),org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(2),org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(3),org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(4),org.axonframework.extension.springboot.JpaEventStorageEngineConfigurationProperties.<init>(5)",""
"axon-spring-boot-autoconfigure-5.0.3","org.springframework.boot.autoconfigure.condition.ConditionalOnBean","Method",5,"org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration.dispatchInterceptorEnhancer,org.axonframework.extension.springboot.autoconfig.InterceptorAutoConfiguration.handlerInterceptorEnhancer,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.axonApplicationConfiguration,org.axonframework.extension.springboot.autoconfig.AxonAutoConfiguration.axonConfiguration,org.axonframework.extension.springboot.autoconfig.AxonServerAutoConfiguration.axonServerConfigurationWithConnectionDetails",""
