"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"org.axonframework.eventsourcing","eventsourcing",0,"6,5,5",0,"6,26,2",0.010149563429204991,0,0,0,11,5,5,40,144,""
"org.axonframework.eventsourcing.annotation","annotation",0,"7,5,5",1,"122,1,5",0.048118196290027136,0,0,0,11,1,-1,17,95,""
"org.axonframework.eventsourcing.annotation.reflection","reflection",1,"122,69,29",2,"122,1,5",0.04868121790541205,0,0,0,11,2,5,8,198,""
"org.axonframework.eventsourcing.snapshot.inmemory","inmemory",0,"5,5,5",0,"5,26,2",0.010149563429204991,1,0,0,3,3,5,0,3,""
"org.axonframework.eventsourcing.snapshot.store","store",0,"5,5,5",0,"5,26,2",0.010149563429204991,2,0,0,7,19,5,6,32,""
"org.axonframework.eventsourcing.snapshot.api","api",0,"5,5,5",0,"5,26,2",0.010149563429204991,0,0,0,6,1,-1,24,16,""
"org.axonframework.eventsourcing.handler","handler",0,"6,5,5",0,"6,26,2",0.010149563429204991,0,0,0,11,0,5,10,377,""
"org.axonframework.eventsourcing.eventstore","eventstore",0,"7,5,5",1,"73,6,8",0.048118196290027136,0,0,0,11,2,5,244,714,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",0,"7,5,5",1,"73,6,8",0.048118196290027136,3,0,0,8,14,-1,12,404,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa",0,"7,5,5",1,"73,6,8",0.048118196290027136,4,0,0,11,0,-1,13,1213,""
"org.axonframework.eventsourcing.configuration","configuration",1,"122,69,29",3,"122,1,5",0.050718285460962076,5,0,0,11,3,6,31,1647,""
"org.axonframework.conversion","conversion",2,"11,121,121",4,"15,25,6",0.01807690523551166,6,0,1,11,2,-1,682,30,""
"org.axonframework.conversion.jackson","jackson",2,"11,121,121",4,"15,25,6",0.01807690523551166,7,0,1,4,19,3,5,21,""
"org.axonframework.conversion.converter","converter",2,"11,121,121",4,"15,25,6",0.01807690523551166,8,0,1,1,6,3,0,7,""
"org.axonframework.conversion.jackson2","jackson2",2,"11,121,121",4,"15,25,6",0.01807690523551166,9,0,1,3,0,3,4,21,""
"org.axonframework.conversion.avro","avro",2,"11,121,121",4,"15,25,6",0.01807690523551166,10,0,1,4,18,3,19,49,""
"org.axonframework.update","update",3,"19,81,81",5,"19,0,4",0.017306217889547594,11,0,2,3,1,1,7,100,""
"org.axonframework.update.detection","detection",3,"19,81,81",5,"19,0,4",0.017306217889547594,12,0,2,3,5,1,4,5,""
"org.axonframework.update.common","common",3,"19,81,81",5,"19,0,4",0.017306217889547594,13,0,2,2,16,1,1,1,""
"org.axonframework.update.api","api",3,"19,81,81",5,"19,0,4",0.017306217889547594,14,0,2,3,18,1,18,11,""
"org.axonframework.update.configuration","configuration",3,"81,81,81",5,"53,0,4",0.017306217889547594,15,0,0,2,13,1,15,19,""
"io.axoniq.framework.springboot","springboot",4,"25,107,107",6,"25,20,1",0.023128346369051162,16,0,0,2,0,-1,11,6,""
"io.axoniq.framework.springboot.service.connection","connection",4,"25,107,107",6,"25,20,1",0.023128346369051162,17,0,0,1,4,-1,5,4,""
"io.axoniq.framework.springboot.actuator","actuator",4,"25,107,107",6,"25,20,1",0.023128346369051162,18,0,0,1,18,-1,2,0,""
"io.axoniq.framework.springboot.actuator.axonserver","axonserver",4,"25,107,107",6,"25,20,1",0.023128346369051162,19,0,0,2,15,-1,2,3,""
"io.axoniq.framework.springboot.autoconfig","autoconfig",4,"25,107,107",6,"25,20,1",0.023128346369051162,20,0,0,6,11,5,5,135,""
"org.axonframework.modelling","modelling",1,"32,29,29",2,"32,22,5",0.04868121790541205,21,0,0,11,18,5,125,182,""
"org.axonframework.modelling.annotation","annotation",1,"32,29,29",2,"32,22,5",0.04868121790541205,21,0,0,11,2,5,13,314,""
"org.axonframework.modelling.entity","entity",5,"80,102,102",7,"80,2,0",0.06825133334407886,21,0,0,10,19,5,115,800,""
"org.axonframework.modelling.entity.annotation","annotation",1,"29,29,29",2,"30,22,5",0.04868121790541205,21,0,0,11,0,5,48,896,""
"org.axonframework.modelling.entity.child","child",1,"29,29,29",2,"30,22,5",0.04868121790541205,21,0,0,10,6,-1,89,242,""
"org.axonframework.modelling.configuration","configuration",1,"122,69,29",3,"122,1,5",0.050718285460962076,22,0,0,10,4,6,36,585,""
"org.axonframework.modelling.repository","repository",1,"32,29,29",2,"32,22,5",0.04868121790541205,23,0,0,10,11,6,79,56,""
"org.axonframework.extension.metrics.micrometer","micrometer",1,"42,69,29",3,"42,1,5",0.050718285460962076,24,0,0,9,3,5,19,232,""
"org.axonframework.extension.metrics.micrometer.springboot","springboot",1,"42,69,29",3,"42,1,5",0.050718285460962076,25,0,0,2,2,5,5,13,""
"org.axonframework.extension.metrics.micrometer.reservoir","reservoir",1,"42,69,29",3,"42,1,5",0.050718285460962076,26,0,0,1,2,5,2,0,""
"org.axonframework.test","test",6,"37,52,52",8,"37,24,9",0.017341690813426507,27,0,0,5,0,-1,8,13,""
"org.axonframework.test.fixture","fixture",6,"37,52,52",8,"37,24,9",0.017341690813426507,28,0,0,11,4,6,134,1079,""
"org.axonframework.test.extension","extension",6,"37,52,52",8,"37,24,9",0.017341690813426507,29,0,0,4,7,-1,5,11,""
"org.axonframework.test.util","util",5,"80,102,102",7,"80,2,0",0.06825133334407886,30,0,0,8,11,5,23,164,""
