"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: scripts/../cypher/Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityStronglyConnectedComponentId",0,6,"org.axonframework.eventsourcing,org.axonframework.eventsourcing.annotation,org.axonframework.eventsourcing.annotation.reflection,org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.handler,org.axonframework.eventsourcing.eventstore","eventsourcing,annotation,reflection,api,handler,eventstore",""
"communityStronglyConnectedComponentId",1,1,"org.axonframework.eventsourcing.snapshot.inmemory","inmemory",""
"communityStronglyConnectedComponentId",2,1,"org.axonframework.eventsourcing.snapshot.store","store",""
"communityStronglyConnectedComponentId",3,1,"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",""
"communityStronglyConnectedComponentId",4,1,"org.axonframework.eventsourcing.eventstore.jpa","jpa",""
"communityStronglyConnectedComponentId",5,1,"org.axonframework.eventsourcing.configuration","configuration",""
"communityStronglyConnectedComponentId",6,1,"org.axonframework.conversion","conversion",""
"communityStronglyConnectedComponentId",7,1,"org.axonframework.conversion.jackson","jackson",""
"communityStronglyConnectedComponentId",8,1,"org.axonframework.conversion.converter","converter",""
"communityStronglyConnectedComponentId",9,1,"org.axonframework.conversion.jackson2","jackson2",""
"communityStronglyConnectedComponentId",10,1,"org.axonframework.conversion.avro","avro",""
"communityStronglyConnectedComponentId",11,1,"org.axonframework.update","update",""
"communityStronglyConnectedComponentId",12,1,"org.axonframework.update.detection","detection",""
"communityStronglyConnectedComponentId",13,1,"org.axonframework.update.common","common",""
"communityStronglyConnectedComponentId",14,1,"org.axonframework.update.api","api",""
"communityStronglyConnectedComponentId",15,1,"org.axonframework.update.configuration","configuration",""
"communityStronglyConnectedComponentId",16,1,"io.axoniq.framework.springboot","springboot",""
"communityStronglyConnectedComponentId",17,1,"io.axoniq.framework.springboot.service.connection","connection",""
"communityStronglyConnectedComponentId",18,1,"io.axoniq.framework.springboot.actuator","actuator",""
"communityStronglyConnectedComponentId",19,1,"io.axoniq.framework.springboot.actuator.axonserver","axonserver",""
"communityStronglyConnectedComponentId",20,1,"io.axoniq.framework.springboot.autoconfig","autoconfig",""
"communityStronglyConnectedComponentId",21,5,"org.axonframework.modelling,org.axonframework.modelling.annotation,org.axonframework.modelling.entity,org.axonframework.modelling.entity.annotation,org.axonframework.modelling.entity.child","modelling,annotation,entity,child",""
"communityStronglyConnectedComponentId",22,1,"org.axonframework.modelling.configuration","configuration",""
"communityStronglyConnectedComponentId",23,1,"org.axonframework.modelling.repository","repository",""
"communityStronglyConnectedComponentId",24,1,"org.axonframework.extension.metrics.micrometer","micrometer",""
"communityStronglyConnectedComponentId",25,1,"org.axonframework.extension.metrics.micrometer.springboot","springboot",""
"communityStronglyConnectedComponentId",26,1,"org.axonframework.extension.metrics.micrometer.reservoir","reservoir",""
"communityStronglyConnectedComponentId",27,1,"org.axonframework.test","test",""
"communityStronglyConnectedComponentId",28,1,"org.axonframework.test.fixture","fixture",""
"communityStronglyConnectedComponentId",29,1,"org.axonframework.test.extension","extension",""
"communityStronglyConnectedComponentId",30,1,"org.axonframework.test.util","util",""
"communityStronglyConnectedComponentId",31,1,"org.axonframework.test.matchers","matchers",""
"communityStronglyConnectedComponentId",32,1,"org.axonframework.extension.tracing.opentelemetry","opentelemetry",""
"communityStronglyConnectedComponentId",33,1,"org.axonframework.messaging.monitoring","monitoring",""
"communityStronglyConnectedComponentId",34,1,"org.axonframework.messaging.monitoring.interception","interception",""
"communityStronglyConnectedComponentId",35,1,"org.axonframework.messaging.monitoring.configuration","configuration",""
"communityStronglyConnectedComponentId",36,19,"org.axonframework.messaging.commandhandling,org.axonframework.messaging.commandhandling.annotation,org.axonframework.messaging.commandhandling.gateway,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.eventhandling.replay,org.axonframework.messaging.eventhandling.gateway,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.queryhandling,org.axonframework.messaging.queryhandling.annotation,org.axonframework.messaging.core,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.sequencing,org.axonframework.messaging.core.conversion,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core.unitofwork.transaction,org.axonframework.messaging.core.configuration.reflection","commandhandling,annotation,gateway,eventhandling,replay,conversion,token,queryhandling,core,sequencing,unitofwork,transaction,reflection",""
"communityStronglyConnectedComponentId",37,1,"org.axonframework.messaging.commandhandling.interception","interception",""
"communityStronglyConnectedComponentId",38,1,"org.axonframework.messaging.commandhandling.retry","retry",""
"communityStronglyConnectedComponentId",39,1,"org.axonframework.messaging.commandhandling.tracing","tracing",""
"communityStronglyConnectedComponentId",40,1,"org.axonframework.messaging.commandhandling.configuration","configuration",""
"communityStronglyConnectedComponentId",41,1,"org.axonframework.messaging.eventhandling.replay.annotation","annotation",""
"communityStronglyConnectedComponentId",42,1,"org.axonframework.messaging.eventhandling.interception","interception",""
"communityStronglyConnectedComponentId",43,1,"org.axonframework.messaging.eventhandling.processing","processing",""
"communityStronglyConnectedComponentId",44,1,"org.axonframework.messaging.eventhandling.processing.streaming","streaming",""
"communityStronglyConnectedComponentId",45,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.annotation","annotation",""
"communityStronglyConnectedComponentId",46,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store","store",""
"communityStronglyConnectedComponentId",47,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.inmemory","inmemory",""
"communityStronglyConnectedComponentId",48,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jdbc","jdbc",""
"communityStronglyConnectedComponentId",49,1,"org.axonframework.messaging.eventhandling.processing.streaming.token.store.jpa","jpa",""
"communityStronglyConnectedComponentId",50,4,"org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.core.configuration","pooled,subscribing,configuration",""
"communityStronglyConnectedComponentId",51,1,"org.axonframework.messaging.eventhandling.processing.streaming.segmenting","segmenting",""
"communityStronglyConnectedComponentId",52,1,"org.axonframework.messaging.eventhandling.processing.errorhandling","errorhandling",""
"communityStronglyConnectedComponentId",53,1,"org.axonframework.messaging.eventhandling.tracing","tracing",""
"communityStronglyConnectedComponentId",54,1,"org.axonframework.messaging.eventstreaming","eventstreaming",""
"communityStronglyConnectedComponentId",55,1,"org.axonframework.messaging.queryhandling.interception","interception",""
"communityStronglyConnectedComponentId",56,1,"org.axonframework.messaging.queryhandling.gateway","gateway",""
"communityStronglyConnectedComponentId",57,1,"org.axonframework.messaging.queryhandling.tracing","tracing",""
"communityStronglyConnectedComponentId",58,1,"org.axonframework.messaging.queryhandling.configuration","configuration",""
"communityStronglyConnectedComponentId",59,1,"org.axonframework.messaging.core.reflection","reflection",""
"communityStronglyConnectedComponentId",60,1,"org.axonframework.messaging.core.interception","interception",""
"communityStronglyConnectedComponentId",61,1,"org.axonframework.messaging.core.correlation","correlation",""
"communityStronglyConnectedComponentId",62,1,"org.axonframework.messaging.core.retry","retry",""
"communityStronglyConnectedComponentId",63,1,"org.axonframework.messaging.core.unitofwork.annotation","annotation",""
"communityStronglyConnectedComponentId",64,1,"org.axonframework.messaging.core.unitofwork.transaction.jdbc","jdbc",""
"communityStronglyConnectedComponentId",65,1,"org.axonframework.messaging.core.unitofwork.transaction.jpa","jpa",""
"communityStronglyConnectedComponentId",66,1,"org.axonframework.messaging.core.timeout","timeout",""
"communityStronglyConnectedComponentId",67,1,"org.axonframework.messaging.tracing","tracing",""
"communityStronglyConnectedComponentId",68,1,"org.axonframework.messaging.tracing.attributes","attributes",""
"communityStronglyConnectedComponentId",69,1,"io.axoniq.framework.axonserver.connector.shared","shared",""
"communityStronglyConnectedComponentId",70,1,"io.axoniq.framework.axonserver.connector.snapshot","snapshot",""
"communityStronglyConnectedComponentId",71,1,"io.axoniq.framework.axonserver.connector.util","util",""
"communityStronglyConnectedComponentId",72,1,"io.axoniq.framework.axonserver.connector.query","query",""
"communityStronglyConnectedComponentId",73,1,"io.axoniq.framework.axonserver.connector.api","api",""
"communityStronglyConnectedComponentId",74,1,"io.axoniq.framework.axonserver.connector.api.query","query",""
"communityStronglyConnectedComponentId",75,1,"io.axoniq.framework.axonserver.connector.api.command","command",""
"communityStronglyConnectedComponentId",76,1,"io.axoniq.framework.axonserver.connector.event","event",""
"communityStronglyConnectedComponentId",77,1,"io.axoniq.framework.axonserver.connector.configuration","configuration",""
"communityStronglyConnectedComponentId",78,1,"io.axoniq.framework.axonserver.connector.command","command",""
"communityStronglyConnectedComponentId",79,1,"org.axonframework.common","common",""
"communityStronglyConnectedComponentId",80,1,"org.axonframework.common.io","io",""
"communityStronglyConnectedComponentId",81,1,"org.axonframework.common.annotation","annotation",""
"communityStronglyConnectedComponentId",82,1,"org.axonframework.common.jdbc","jdbc",""
"communityStronglyConnectedComponentId",83,1,"org.axonframework.common.util","util",""
"communityStronglyConnectedComponentId",84,1,"org.axonframework.common.property","property",""
"communityStronglyConnectedComponentId",85,1,"org.axonframework.common.caching","caching",""
"communityStronglyConnectedComponentId",86,1,"org.axonframework.common.tx","tx",""
"communityStronglyConnectedComponentId",87,1,"org.axonframework.common.digest","digest",""
"communityStronglyConnectedComponentId",88,2,"org.axonframework.common.infra,org.axonframework.common.configuration","infra,configuration",""
"communityStronglyConnectedComponentId",89,1,"org.axonframework.common.lifecycle","lifecycle",""
"communityStronglyConnectedComponentId",90,1,"org.axonframework.common.lock","lock",""
"communityStronglyConnectedComponentId",91,1,"org.axonframework.common.jpa","jpa",""
"communityStronglyConnectedComponentId",92,1,"org.axonframework.common.function","function",""
