"artifactName","packageName","communityId","numberOfTypesInPackage","numberOfTypesInCommunity","numberOfTypes","Source Cypher File: Community_Detection/Type_communities_with_few_members_in_foreign_packages.cypher"
"axon-test-4.12.2","org.axonframework.test.matchers",4,24,232,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.correlation",4,4,232,1,""
"axon-messaging-4.12.2","org.axonframework.util",4,3,232,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.interceptors.legacyvalidation",4,2,232,1,""
"axon-eventsourcing-4.12.2","org.axonframework.eventsourcing",5,41,156,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.command.inspection",5,26,156,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.saga.repository.jpa",5,7,156,1,""
"axon-messaging-4.12.2","org.axonframework.eventhandling.deadletter.legacyjpa",5,6,156,1,""
"axon-messaging-4.12.2","org.axonframework.eventhandling.scheduling.quartz",5,6,156,1,""
"axon-messaging-4.12.2","org.axonframework.serialization.upcasting",5,6,156,1,""
"axon-messaging-4.12.2","org.axonframework.eventhandling.scheduling.java",5,4,156,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.correlation",5,4,156,1,""
"axon-server-connector-4.12.2","org.axonframework.axonserver.connector.event.util",5,3,156,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.annotation",8,54,129,1,""
"axon-messaging-4.12.2","org.axonframework.queryhandling",8,47,129,1,""
"axon-messaging-4.12.2","org.axonframework.messaging",8,34,129,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.command.inspection",8,26,129,1,""
"axon-messaging-4.12.2","org.axonframework.queryhandling",3,47,118,1,""
"axon-eventsourcing-4.12.2","org.axonframework.eventsourcing",3,41,118,1,""
"axon-spring-boot-autoconfigure-4.12.2","org.axonframework.springboot.autoconfig",3,41,118,1,""
"axon-eventsourcing-4.12.2","org.axonframework.eventsourcing.eventstore.jpa",3,6,118,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.annotation",6,54,116,1,""
"axon-eventsourcing-4.12.2","org.axonframework.eventsourcing.eventstore",6,30,116,1,""
"axon-messaging-4.12.2","org.axonframework.common.caching",6,14,116,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.interceptors",6,8,116,1,""
"axon-messaging-4.12.2","org.axonframework.common.jpa",6,4,116,1,""
"axon-messaging-4.12.2","org.axonframework.common.legacyjpa",6,4,116,1,""
"axon-messaging-4.12.2","org.axonframework.common.transaction",6,4,116,1,""
"axon-test-4.12.2","org.axonframework.test.server",6,2,116,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.command",7,56,111,1,""
"axon-messaging-4.12.2","org.axonframework.commandhandling.gateway",7,34,111,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.saga",7,33,111,1,""
"axon-server-connector-4.12.2","org.axonframework.axonserver.connector.event.axon",7,32,111,1,""
"axon-modelling-4.12.2","org.axonframework.modelling.command.inspection",7,26,111,1,""
"axon-messaging-4.12.2","org.axonframework.eventhandling.pooled",7,22,111,1,""
"axon-messaging-4.12.2","org.axonframework.messaging.deadletter",7,19,111,1,""
