"propertyName","propertyValue","codeUnits","codeUnitNames","shortCodeUnitNames","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated_Grouped.cypher"
"communityMaximumKCutId",10,1,"react-router-6.30.2/react-router-dom","react-router-dom",""
"communityMaximumKCutId",4,1,"react-router-6.30.2/server","server",""
"communityMaximumKCutId",14,1,"react-router-6.30.2/react-router-native","react-router-native",""
"communityMaximumKCutId",3,1,"react-router-6.30.2/react-router","react-router",""
