"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"./cli.ts","cli",0,"0,0",0,"0,6,14",,0,0,0,9,0,2,""
"./copy-template.ts","copy-template",1,"5,5",1,"7,34,10",,1,1,2,0,2,33,""
"./index.ts","create-react-router",1,"5,5",1,"7,34,10",,1,1,2,11,0,28,""
"./loading-indicator.ts","loading-indicator",1,"5,5",1,"7,34,10",,1,1,2,10,1,12,""
"./prompt.ts","prompt",1,"5,5",1,"7,34,10",,1,1,3,18,1,2,""
"./prompts-confirm.ts","prompts-confirm",1,"5,5",1,"7,34,10",,1,1,3,15,1,5,""
"./prompts-multi-select.ts","prompts-multi-select",1,"5,5",1,"7,34,10",,1,1,3,10,1,5,""
"./prompts-prompt-base.ts","prompts-prompt-base",1,"5,5",1,"7,34,10",,1,1,3,0,8,14,""
"./prompts-select.ts","prompts-select",1,"5,5",1,"7,34,10",,1,1,3,7,3,6,""
"./prompts-text.ts","prompts-text",1,"5,5",1,"7,34,10",,1,1,3,2,1,8,""
"./utils.ts","utils",1,"5,5",1,"7,34,10",,1,1,3,8,36,29,""
"./binaryTypes.ts","binaryTypes",2,"13,13",2,"13,36,11",,2,2,1,15,1,0,""
"./index.ts","react-router-architect",2,"13,13",2,"13,36,11",,2,2,2,4,3,0,""
"./server.ts","server",2,"13,13",2,"13,36,11",,2,2,2,7,3,22,""
"./__tests__/server-test.ts","server-test",,,,,,,,,,0,1,""
"./sessions/arcTableSessionStorage.ts","arcTableSessionStorage",2,"13,13",2,"13,36,11",,2,2,1,14,1,6,""
"./config.ts","config",3,"22,20",3,"41,31,12",,3,3,3,0,5,0,""
"./manifest.ts","manifest",4,"42,25",4,"25,0,15",,3,4,1,2,2,0,""
"./routes.ts","routes",4,"25,25",4,"25,0,15",,3,4,3,4,9,0,""
"./cli/commands.ts","commands",3,"20,20",3,"20,1,12",,3,5,3,10,5,15,""
"./cli/detectPackageManager.ts","detectPackageManager",3,"22,20",3,"41,31,12",,3,3,1,0,1,1,""
"./cli/run.ts","run",3,"20,20",3,"20,1,12",,3,5,1,1,0,9,""
"./cli/useJavascript.ts","useJavascript",3,"20,20",3,"20,1,12",,3,5,1,14,1,6,""
"./config/config.ts","config",3,"22,20",3,"41,31,12",,3,3,4,16,16,37,""
"./config/format.ts","format",4,"25,25",4,"25,0,15",,3,4,2,2,1,0,""
"./config/is-react-router-repo.ts","is-react-router-repo",4,"42,25",4,"48,0,15",,3,4,2,6,2,5,""
"./config/routes.ts","routes",4,"25,25",4,"25,0,15",,3,4,4,18,25,28,""
"./typegen/context.ts","context",3,"22,20",3,"41,31,12",,3,3,3,3,3,0,""
"./typegen/generate.ts","generate",3,"22,20",3,"41,31,12",,3,3,3,9,5,24,""
"./typegen/index.ts","typegen",3,"22,20",3,"41,31,12",,3,3,3,0,4,10,""
"./typegen/params.ts","params",3,"22,20",3,"41,31,12",,3,3,1,12,1,0,""
"./typegen/route.ts","route",4,"25,25",4,"25,0,15",,3,4,2,7,2,0,""
"./vite/babel.ts","babel",4,"42,25",3,"41,31,12",,3,4,3,19,8,1,""
"./vite/build.ts","build",4,"42,25",4,"25,0,15",,3,4,3,15,1,8,""
"./vite/cache.ts","cache",4,"42,25",4,"25,0,15",,3,4,2,18,3,0,""
"./vite/cloudflare-dev-proxy.ts","cloudflare-dev-proxy",4,"42,25",4,"25,0,15",,3,4,2,15,1,15,""
"./vite/combine-urls.ts","combine-urls",4,"42,25",4,"25,0,15",,3,4,1,16,1,0,""
"./vite/dev.ts","dev",3,"20,20",3,"20,1,12",,3,5,2,2,1,11,""
"./vite/has-dependency.ts","has-dependency",3,"57,20",3,"57,2,12",,3,4,2,11,2,1,""
"./vite/has-rsc-plugin.ts","has-rsc-plugin",3,"20,20",3,"20,1,12",,3,5,2,2,2,3,""
"./vite/load-dotenv.ts","load-dotenv",3,"57,20",3,"57,2,12",,3,4,2,0,2,4,""
"./vite/node-adapter.ts","node-adapter",4,"42,25",4,"25,0,15",,3,4,2,10,2,5,""
"./vite/optimize-deps-entries.ts","optimize-deps-entries",3,"22,20",3,"41,31,12",,3,3,4,11,2,3,""
"./vite/plugin.ts","plugin",4,"42,25",4,"25,0,15",,3,4,4,3,9,150,""
"./vite/profiler.ts","profiler",3,"20,20",3,"20,1,12",,3,5,2,8,5,9,""
"./vite/remove-exports.ts","remove-exports",4,"42,25",3,"57,2,12",,3,4,3,8,2,30,""
"./vite/resolve-file-url.ts","resolve-file-url",4,"42,25",4,"25,0,15",,3,4,3,12,2,5,""
"./vite/resolve-relative-route-file-path.ts","resolve-relative-route-file-path",4,"42,25",4,"25,0,15",,3,4,4,4,2,3,""
"./vite/route-chunks.ts","route-chunks",4,"42,25",4,"25,0,15",,3,4,2,0,8,310,""
"./vite/ssr-externals.ts","ssr-externals",4,"42,25",4,"48,0,15",,3,4,2,10,2,0,""
"./vite/styles.ts","styles",4,"42,25",4,"25,0,15",,3,4,3,8,3,22,""
"./vite/virtual-module.ts","virtual-module",3,"57,20",3,"57,2,12",,3,4,2,15,2,0,""
"./vite/vite-node.ts","vite-node",4,"42,25",4,"48,0,15",,3,4,2,9,2,13,""
"./vite/vite.ts","vite",4,"42,25",4,"25,0,15",,3,4,4,13,15,5,""
"./vite/with-props.ts","with-props",4,"42,25",3,"41,31,12",,3,4,2,14,1,29,""
"./vite/plugins/prerender.ts","prerender",4,"42,25",4,"25,0,15",,3,4,1,0,2,16,""
"./vite/plugins/validate-plugin-order.ts","validate-plugin-order",3,"57,20",3,"57,2,12",,3,4,2,2,2,3,""
"./vite/plugins/warn-on-client-source-maps.ts","warn-on-client-source-maps",3,"57,20",3,"57,2,12",,3,4,2,18,2,12,""
"./vite/rsc/plugin.ts","plugin",3,"57,20",3,"57,2,12",,3,4,4,4,1,54,""
"./vite/rsc/virtual-route-config.ts","virtual-route-config",4,"25,25",4,"25,0,15",,3,4,3,7,1,4,""
"./vite/rsc/virtual-route-modules.ts","virtual-route-modules",3,"57,20",3,"57,2,12",,3,4,3,15,4,6,""
"./defineRoutes.ts","defineRoutes",5,"61,61",5,"61,5,13",,4,6,1,19,2,0,""
"./manifest.ts","manifest",5,"61,61",5,"61,5,13",,4,6,1,13,4,0,""
"./normalizeSlashes.ts","normalizeSlashes",5,"61,61",5,"61,5,13",,4,6,1,3,1,3,""
"./flatRoutes.ts","flatRoutes",6,"65,65",6,"63,18,18",,5,7,2,1,1,15,""
"./index.ts","react-router-fs-routes",6,"65,65",6,"63,18,18",,5,7,2,2,0,5,""
"./manifest.ts","manifest",6,"65,65",6,"63,18,18",,5,7,2,4,3,0,""
"./normalizeSlashes.ts","normalizeSlashes",6,"65,65",6,"63,18,18",,5,7,2,10,2,3,""
"./index.ts","react-router-cloudflare",7,"68,68",7,"68,19,8",,6,8,2,0,5,0,""
"./worker.ts","worker",7,"68,68",7,"68,19,8",,6,8,2,14,5,18,""
"./sessions/workersKVStorage.ts","workersKVStorage",7,"68,68",7,"68,19,8",,6,8,1,1,1,5,""
"./index.ts","react-router-node",8,"71,71",8,"71,14,19",,7,9,2,11,2,0,""
"./server.ts","server",8,"71,71",8,"71,14,19",,7,9,2,6,2,3,""
"./stream.ts","stream",8,"71,71",8,"71,14,19",,7,9,1,18,4,11,""
"./sessions/fileStorage.ts","fileStorage",8,"71,71",8,"71,14,19",,7,9,1,15,1,9,""
"./dom-export.ts","dom-export",9,"95,95",9,"94,7,6",,8,10,6,7,19,0,""
"./index-react-server-client.ts","react-router",9,"95,95",9,"94,7,6",,8,10,4,7,9,4,""
"./index-react-server.ts","react-router",9,"95,95",9,"94,7,6",,8,10,8,1,112,4,""
"./index.ts","react-router",9,"95,95",9,"94,7,6",,8,10,8,4,365,13,""
"./tsup.config.rsc.ts","tsup",10,"78,78",10,"78,15,20",,9,11,0,2,0,4,""
"./tsup.config.ts","tsup",11,"79,79",11,"79,16,17",,10,12,0,16,0,5,""
"./lib/actions.ts","actions",9,"95,95",9,"94,7,6",,8,10,3,0,3,0,""
"./lib/context.ts","context",9,"95,95",9,"94,7,6",,8,10,8,5,25,12,""
"./lib/errors.ts","errors",9,"95,95",9,"94,7,6",,8,10,4,2,2,0,""
"./lib/href.ts","href",12,"117,117",12,"117,9,0",,8,13,2,12,2,0,""
"./lib/dom/dom.ts","dom",9,"95,95",9,"94,7,6",,8,10,4,7,6,0,""
"./lib/dom/ssr/entry.ts","entry",9,"95,95",9,"94,7,6",,8,10,8,13,11,0,""
"./lib/dom/ssr/errors.ts","errors",9,"95,95",9,"94,7,6",,8,10,3,9,1,0,""
"./lib/dom/ssr/fog-of-war.ts","fog-of-war",9,"95,95",9,"94,7,6",,8,10,8,19,3,5,""
"./lib/dom/ssr/links.ts","links",9,"95,95",9,"94,7,6",,8,10,5,0,0,9,""
"./lib/dom/ssr/markup.ts","markup",9,"95,95",9,"94,7,6",,8,10,1,5,1,0,""
"./lib/dom/ssr/routeModules.ts","routeModules",9,"95,95",9,"94,7,6",,8,10,8,15,27,6,""
"./lib/router/history.ts","history",9,"95,95",9,"94,7,6",,8,10,8,10,38,0,""
"./lib/router/instrumentation.ts","instrumentation",9,"95,95",9,"94,7,6",,8,10,8,2,14,0,""
"./lib/router/links.ts","links",9,"95,95",9,"94,7,6",,8,10,4,15,6,0,""
"./lib/router/router.ts","router",9,"95,95",9,"94,7,6",,8,10,8,0,52,1,""
"./lib/router/utils.ts","utils",9,"95,95",9,"94,7,6",,8,10,8,14,166,0,""
"./lib/rsc/server.rsc.ts","server",9,"95,95",9,"94,7,6",,8,10,8,13,40,19,""
"./lib/rsc/html-stream/browser.ts","browser",9,"95,95",9,"94,7,6",,8,10,1,4,1,0,""
"./lib/server-runtime/build.ts","build",9,"95,95",9,"94,7,6",,8,10,8,1,11,0,""
"./lib/server-runtime/cookies.ts","cookies",9,"95,95",9,"94,7,6",,8,10,5,2,19,4,""
"./lib/server-runtime/crypto.ts","crypto",9,"95,95",9,"94,7,6",,8,10,1,6,2,0,""
"./lib/server-runtime/data.ts","data",9,"95,95",9,"94,7,6",,8,10,8,3,7,0,""
"./lib/server-runtime/dev.ts","dev",9,"95,95",9,"94,7,6",,8,10,3,19,4,2,""
"./lib/server-runtime/entry.ts","entry",9,"95,95",9,"94,7,6",,8,10,4,10,1,0,""
"./lib/server-runtime/errors.ts","errors",9,"95,95",9,"94,7,6",,8,10,5,3,5,0,""
"./lib/server-runtime/headers.ts","headers",9,"95,95",9,"94,7,6",,8,10,8,10,3,1,""
"./lib/server-runtime/mode.ts","mode",9,"95,95",9,"94,7,6",,8,10,5,12,5,0,""
"./lib/server-runtime/routeMatching.ts","routeMatching",9,"95,95",9,"94,7,6",,8,10,5,15,2,0,""
"./lib/server-runtime/routes.ts","routes",9,"95,95",9,"94,7,6",,8,10,8,17,6,9,""
"./lib/server-runtime/server.ts","server",9,"95,95",9,"94,7,6",,8,10,8,5,4,0,""
"./lib/server-runtime/serverHandoff.ts","serverHandoff",9,"95,95",9,"94,7,6",,8,10,2,4,2,0,""
"./lib/server-runtime/sessions.ts","sessions",9,"95,95",9,"94,7,6",,8,10,5,11,3,10,""
"./lib/server-runtime/single-fetch.ts","single-fetch",9,"95,95",9,"94,7,6",,8,10,8,2,5,4,""
"./lib/server-runtime/warnings.ts","warnings",9,"95,95",9,"94,7,6",,8,10,2,8,2,0,""
