"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","incomingDependencies","outgoingDependencies","Source Cypher File: Community_Detection/Community_Detection_Summary.cypher"
"org.axonframework.extension.tracing.opentelemetry","opentelemetry",0,"100,22",0,"100,18",,0,0,3,5,5,37,""
"org.axonframework.common","common",0,"14,22",0,"14,18",,0,0,11,19,838,31,""
"org.axonframework.common.io","io",1,"78,56",0,"14,18",,0,0,2,8,2,0,""
"org.axonframework.common.annotation","annotation",2,"87,86",1,"87,22",,0,0,11,13,1842,3,""
"org.axonframework.common.jdbc","jdbc",3,"73,77",2,"73,3",,0,0,5,0,20,9,""
"org.axonframework.common.util","util",0,"14,22",0,"14,18",,0,0,5,2,12,3,""
"org.axonframework.common.property","property",2,"22,86",1,"23,22",,0,0,4,0,19,15,""
"org.axonframework.common.caching","caching",0,"14,22",0,"14,18",,0,0,1,3,22,43,""
"org.axonframework.common.digest","digest",0,"14,22",0,"14,18",,0,0,1,4,0,1,""
"org.axonframework.common.infra","infra",4,"98,98",3,"98,13",,0,0,11,5,1212,27,""
"org.axonframework.common.lifecycle","lifecycle",0,"14,22",0,"14,18",,0,0,4,10,8,4,""
"org.axonframework.common.lock","lock",0,"14,22",0,"14,18",,0,0,1,3,17,21,""
"org.axonframework.common.jpa","jpa",3,"73,77",2,"73,3",,0,0,5,2,8,3,""
"org.axonframework.common.configuration","configuration",4,"98,98",3,"98,13",,0,0,11,7,3336,270,""
"org.axonframework.axonserver.connector","connector",0,"14,22",0,"14,18",,0,0,10,11,59,344,""
"org.axonframework.axonserver.connector.util","util",0,"14,22",0,"14,18",,0,0,5,3,20,17,""
"org.axonframework.axonserver.connector.query","query",0,"14,22",0,"14,18",,0,0,9,1,20,226,""
"org.axonframework.axonserver.connector.event","event",1,"78,56",4,"29,9",,0,0,10,2,18,1228,""
"org.axonframework.axonserver.connector.command","command",0,"14,22",0,"14,18",,0,0,9,4,8,128,""
"org.axonframework.modelling","modelling",4,"19,98",3,"25,13",,0,0,10,4,125,182,""
"org.axonframework.modelling.annotation","annotation",4,"19,98",3,"25,13",,0,0,11,1,13,309,""
"org.axonframework.modelling.entity","entity",2,"86,86",1,"86,22",,0,0,10,2,115,800,""
"org.axonframework.modelling.entity.annotation","annotation",2,"22,86",1,"23,22",,0,0,11,8,47,858,""
"org.axonframework.modelling.entity.child","child",2,"22,86",1,"23,22",,0,0,10,10,89,242,""
"org.axonframework.modelling.configuration","configuration",4,"98,98",3,"98,13",,0,0,10,17,36,585,""
"org.axonframework.modelling.repository","repository",4,"19,98",3,"25,13",,0,0,10,18,81,107,""
"org.axonframework.eventsourcing","eventsourcing",4,"98,98",3,"98,13",,0,0,10,1,34,185,""
"org.axonframework.eventsourcing.annotation","annotation",1,"78,56",4,"29,9",,0,0,10,2,17,95,""
"org.axonframework.eventsourcing.annotation.reflection","reflection",0,"14,22",0,"14,18",,0,0,10,0,8,190,""
"org.axonframework.eventsourcing.eventstore","eventstore",1,"78,56",4,"29,9",,0,0,10,8,223,705,""
"org.axonframework.eventsourcing.eventstore.inmemory","inmemory",1,"78,56",4,"29,9",,0,0,8,1,12,410,""
"org.axonframework.eventsourcing.eventstore.jpa","jpa",1,"78,56",4,"29,9",,0,0,10,1,17,1260,""
"org.axonframework.eventsourcing.configuration","configuration",4,"98,98",3,"98,13",,0,0,11,0,31,1237,""
"org.axonframework.test","test",5,"34,34",5,"34,1",,0,0,5,18,7,13,""
"org.axonframework.test.fixture","fixture",5,"34,34",5,"34,1",,0,0,10,4,132,954,""
"org.axonframework.test.util","util",2,"86,86",1,"86,22",,0,0,8,2,23,164,""
"org.axonframework.test.server","server",0,"39,22",0,"39,18",,0,1,2,5,3,2,""
"org.axonframework.test.matchers","matchers",5,"34,34",5,"34,1",,0,0,5,6,35,47,""
"org.axonframework.extension.springboot","springboot",6,"42,42",6,"42,15",,0,0,4,3,32,22,""
"org.axonframework.extension.springboot.service.connection","connection",0,"39,22",0,"39,18",,0,1,2,2,5,6,""
"org.axonframework.extension.springboot.actuator","actuator",6,"42,42",6,"42,15",,0,0,1,16,2,0,""
"org.axonframework.extension.springboot.actuator.axonserver","axonserver",6,"42,42",6,"42,15",,0,0,2,13,2,3,""
"org.axonframework.extension.springboot.autoconfig","autoconfig",6,"42,42",6,"42,15",,0,0,11,5,45,678,""
"org.axonframework.extension.springboot.util","util",6,"42,42",6,"42,15",,0,0,1,14,9,7,""
"org.axonframework.extension.springboot.util.jpa","jpa",6,"42,42",6,"42,15",,0,0,2,16,1,1,""
