"artifactName","packageName","dependentArtifactName","dependentPackageName","forwardToBackwardBalance","numberForward","numberBackward","someForwardDependencies","backwardDependencies","Source Cypher File: Cyclic_Dependencies/Cyclic_Dependencies.cypher"
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.9,19,1,"DefaultEventBusSpanFactory->Span,DefaultEventBusSpanFactory->SpanFactory,TrackingEventProcessor$Builder->SpanFactory,AbstractEventProcessor->Span,SimpleEventBus$Builder->SpanFactory,EventProcessorSpanFactory->Span,AbstractEventBus->Span,AbstractEventBus->SpanScope,AbstractEventProcessor$Builder->NoOpSpanFactory","NestingSpanFactory->EventMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.messaging.responsetypes",0.8823529411764706,16,1,"QueryGateway->ResponseTypes,QueryGateway->ResponseType,SimpleQueryUpdateEmitter->MultipleInstancesResponseType,SimpleQueryUpdateEmitter->PublisherResponseType,SimpleQueryUpdateEmitter->ResponseType,SimpleQueryUpdateEmitter->OptionalResponseType,StreamingQueryMessage->ResponseType,DefaultQueryGateway->ResponseType,SimpleQueryBus->ResponseType","ConvertingResponseMessage->QueryResponseMessage",""
"axon-messaging-4.10.3","org.axonframework.queryhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.875,15,1,"SimpleQueryUpdateEmitter->Span,SimpleQueryBus->SpanScope,SimpleQueryBus->Span,SimpleQueryBus$Builder->SpanFactory,SimpleQueryBus$Builder->NoOpSpanFactory,QueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->Span,DefaultQueryUpdateEmitterSpanFactory->SpanFactory,DefaultQueryUpdateEmitterSpanFactory$Builder->SpanFactory","SpanUtils->QueryMessage",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging",0.8571428571428571,39,3,"AnnotationEventHandlerAdapter->Message,ReplayToken->Message,GenericTrackedEventMessage->Message,GenericEventMessage->MessageDecorator,GenericEventMessage->Message,GenericEventMessage->MetaData,GenericEventMessage->GenericMessage,DefaultEventBusSpanFactory->Message,TrackingTokenParameterResolverFactory$TrackingTokenParameterResolver->Message","Headers->EventMessage,Headers->DomainEventMessage,StreamableMessageSource->TrackingToken",""
"axon-messaging-4.10.3","org.axonframework.eventhandling","axon-messaging-4.10.3","org.axonframework.messaging.annotation",0.84,23,2,"AnnotationEventHandlerAdapter->ClasspathHandlerDefinition,AnnotationEventHandlerAdapter->ParameterResolverFactory,AnnotationEventHandlerAdapter->MessageHandlerInterceptorMemberChain,AnnotationEventHandlerAdapter->HandlerDefinition,AnnotationEventHandlerAdapter->ClasspathParameterResolverFactory,AnnotationEventHandlerAdapter->MessageHandlingMember,AnnotationEventHandlerAdapter->AnnotatedHandlerInspector,TimestampParameterResolverFactory->ParameterResolver,TimestampParameterResolverFactory->AbstractAnnotatedParameterResolverFactory","SourceIdParameterResolverFactory$SourceIdParameterResolver->DomainEventMessage,AggregateTypeParameterResolverFactory$AggregateTypeParameterResolver->DomainEventMessage",""
"axon-messaging-4.10.3","org.axonframework.deadline","axon-messaging-4.10.3","org.axonframework.tracing",0.8,9,1,"DefaultDeadlineManagerSpanFactory$Builder->SpanFactory,DeadlineManagerSpanFactory->Span,SimpleDeadlineManager->Span,DefaultDeadlineManagerSpanFactory->Span,DefaultDeadlineManagerSpanFactory->SpanFactory,SimpleDeadlineManager$Builder->SpanFactory,SimpleDeadlineManager$Builder->NoOpSpanFactory,SimpleDeadlineManager$DeadlineTask->SpanScope,SimpleDeadlineManager$DeadlineTask->Span","SpanUtils->DeadlineMessage",""
"axon-messaging-4.10.3","org.axonframework.commandhandling","axon-messaging-4.10.3","org.axonframework.tracing",0.7777777777777778,8,1,"SimpleCommandBus$Builder->NoOpSpanFactory,SimpleCommandBus$Builder->SpanFactory,CommandBusSpanFactory->Span,SimpleCommandBus->Span,DefaultCommandBusSpanFactory$Builder->SpanFactory,DefaultCommandBusSpanFactory->SpanFactory,DefaultCommandBusSpanFactory->Span,AsynchronousCommandBus$Builder->SpanFactory","SpanUtils->CommandMessage",""
"axon-eventsourcing-4.10.3","org.axonframework.eventsourcing","axon-eventsourcing-4.10.3","org.axonframework.eventsourcing.eventstore",0.7777777777777778,16,2,"AbstractSnapshotter$Builder->EventStore,AbstractSnapshotter->EventStore,AbstractSnapshotter->DomainEventStream,EventSourcingRepository$Builder->EventStore,AggregateSnapshotter->DomainEventStream,AggregateCacheEntry->EventStore,EventSourcingRepository->EventStore,EventSourcingRepository->DomainEventStream,EventStreamUtils->DomainEventStream","DomainEventStream->EventStreamUtils,AbstractEventStorageEngine->EventStreamUtils",""
"axon-messaging-4.10.3","org.axonframework.commandhandling.callbacks","axon-messaging-4.10.3","org.axonframework.commandhandling",0.7333333333333333,13,2,"FutureCallback->CommandResultMessage,FutureCallback->GenericCommandResultMessage,FutureCallback->CommandCallback,FutureCallback->CommandMessage,NoOpCallback->CommandMessage,NoOpCallback->CommandResultMessage,NoOpCallback->CommandCallback,LoggingCallback->CommandMessage,LoggingCallback->CommandCallback","SimpleCommandBus$Builder->NoOpCallback,SimpleCommandBus$Builder->LoggingCallback",""
"axon-server-connector-4.10.3","org.axonframework.axonserver.connector.util","axon-server-connector-4.10.3","org.axonframework.axonserver.connector",0.6666666666666666,5,1,"ExecutorServiceBuilder->AxonServerConfiguration,FlowControllingStreamObserver->AxonServerConfiguration$FlowControlConfiguration,FlowControllingStreamObserver->AxonServerConfiguration,PriorityExecutorService->PriorityCallable,PriorityExecutorService->PriorityRunnable","ErrorCode->ExceptionSerializer",""
