"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: Internal_Dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-test-4.10.3","axon-modelling-4.10.3",5,10,0.5,"org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga,org.axonframework.modelling.command,org.axonframework.modelling.command.inspection","inmemory,repository,saga,command,inspection",""
"axon-configuration-4.10.3","axon-messaging-4.10.3",34,64,0.53125,"org.axonframework.common,org.axonframework.eventhandling.async,org.axonframework.queryhandling.annotation,org.axonframework.lifecycle,org.axonframework.eventhandling.pooled,org.axonframework.eventhandling.scheduling,org.axonframework.common.jdbc,org.axonframework.messaging.annotation,org.axonframework.common.transaction,org.axonframework.messaging.correlation,org.axonframework.messaging.unitofwork,org.axonframework.common.jpa,org.axonframework.messaging.interceptors,org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.common.caching,org.axonframework.eventhandling.gateway,org.axonframework.eventhandling.deadletter,org.axonframework.common.lock,org.axonframework.eventhandling,org.axonframework.messaging,org.axonframework.eventhandling.tokenstore,org.axonframework.commandhandling,org.axonframework.eventhandling.tokenstore.inmemory,org.axonframework.tracing,org.axonframework.monitoring,org.axonframework.commandhandling.gateway,org.axonframework.deadline,org.axonframework.serialization,org.axonframework.serialization.xml,org.axonframework.common.annotation,org.axonframework.util,org.axonframework.queryhandling,org.axonframework.serialization.upcasting.event,org.axonframework.messaging.deadletter","common,async,annotation,lifecycle,pooled,scheduling,jdbc,transaction,correlation,unitofwork,jpa,interceptors,caching,gateway,deadletter,lock,eventhandling,messaging,tokenstore,commandhandling,inmemory,tracing,monitoring,deadline,serialization,xml,util,queryhandling,event",""
"axon-spring-boot-autoconfigure-4.10.3","axon-eventsourcing-4.10.3",5,9,0.5555555555555556,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.eventstore.jdbc,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.legacyjpa","eventstore,jpa,jdbc,eventsourcing,legacyjpa",""
"axon-spring-boot-autoconfigure-4.10.3","axon-modelling-4.10.3",6,10,0.6,"org.axonframework.modelling.command,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.repository.jpa,org.axonframework.modelling.saga.repository.jdbc,org.axonframework.modelling.saga.repository.legacyjpa","command,saga,repository,jpa,jdbc,legacyjpa",""
"axon-configuration-4.10.3","axon-modelling-4.10.3",6,10,0.6,"org.axonframework.modelling.command.inspection,org.axonframework.modelling.command,org.axonframework.modelling.saga.repository.jpa,org.axonframework.modelling.saga.repository.inmemory,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository","inspection,command,jpa,inmemory,saga,repository",""
"axon-modelling-4.10.3","axon-modelling-4.10.3",6,10,0.6,"org.axonframework.modelling.command,org.axonframework.modelling.command.inspection,org.axonframework.modelling.saga,org.axonframework.modelling.saga.repository,org.axonframework.modelling.saga.metamodel,org.axonframework.modelling.saga.repository.jpa","command,inspection,saga,repository,metamodel,jpa",""
"axon-spring-boot-autoconfigure-4.10.3","axon-messaging-4.10.3",39,64,0.609375,"org.axonframework.serialization.json,org.axonframework.deadline,org.axonframework.deadline.dbscheduler,org.axonframework.queryhandling,org.axonframework.deadline.jobrunr,org.axonframework.commandhandling,org.axonframework.eventhandling.pooled,org.axonframework.serialization,org.axonframework.commandhandling.gateway,org.axonframework.messaging.interceptors,org.axonframework.serialization.upcasting.event,org.axonframework.messaging.deadletter,org.axonframework.eventhandling.deadletter,org.axonframework.lifecycle,org.axonframework.commandhandling.distributed,org.axonframework.eventhandling.scheduling,org.axonframework.eventhandling.gateway,org.axonframework.eventhandling.tokenstore.jdbc,org.axonframework.eventhandling,org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.eventhandling.scheduling.jobrunr,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.eventhandling.scheduling.dbscheduler,org.axonframework.tracing.attributes,org.axonframework.tracing,org.axonframework.common.transaction,org.axonframework.eventhandling.tokenstore,org.axonframework.serialization.xml,org.axonframework.messaging.annotation,org.axonframework.eventhandling.async,org.axonframework.common.jpa,org.axonframework.messaging,org.axonframework.messaging.correlation,org.axonframework.common,org.axonframework.eventhandling.deadletter.jdbc,org.axonframework.common.jdbc,org.axonframework.common.legacyjpa,org.axonframework.eventhandling.tokenstore.legacyjpa,org.axonframework.eventhandling.deadletter.legacyjpa","json,deadline,dbscheduler,queryhandling,jobrunr,commandhandling,pooled,serialization,gateway,interceptors,event,deadletter,lifecycle,distributed,scheduling,jdbc,eventhandling,jpa,attributes,tracing,transaction,tokenstore,xml,annotation,async,messaging,correlation,common,legacyjpa",""
"axon-test-4.10.3","axon-test-4.10.3",5,8,0.625,"org.axonframework.test.matchers,org.axonframework.test,org.axonframework.test.utils,org.axonframework.test.eventscheduler,org.axonframework.test.deadline","matchers,test,utils,eventscheduler,deadline",""
"axon-messaging-4.10.3","axon-messaging-4.10.3",41,64,0.640625,"org.axonframework.serialization,org.axonframework.eventhandling.tokenstore,org.axonframework.common.transaction,org.axonframework.eventhandling.replay,org.axonframework.lifecycle,org.axonframework.monitoring,org.axonframework.messaging,org.axonframework.common.stream,org.axonframework.messaging.unitofwork,org.axonframework.common.io,org.axonframework.serialization.upcasting.event,org.axonframework.tracing,org.axonframework.common,org.axonframework.messaging.annotation,org.axonframework.eventhandling.async,org.axonframework.eventhandling.scheduling,org.axonframework.eventhandling,org.axonframework.deadline.jobrunr,org.axonframework.queryhandling,org.axonframework.common.property,org.axonframework.commandhandling,org.axonframework.deadline,org.axonframework.util,org.axonframework.serialization.xml,org.axonframework.common.annotation,org.axonframework.commandhandling.callbacks,org.axonframework.commandhandling.distributed.commandfilter,org.axonframework.common.digest,org.axonframework.common.jdbc,org.axonframework.commandhandling.distributed,org.axonframework.messaging.responsetypes,org.axonframework.common.lock,org.axonframework.common.jpa,org.axonframework.eventhandling.tokenstore.jpa,org.axonframework.common.legacyjpa,org.axonframework.serialization.upcasting,org.axonframework.eventhandling.deadletter.jpa,org.axonframework.messaging.deadletter,org.axonframework.messaging.interceptors,org.axonframework.queryhandling.registration,org.axonframework.messaging.correlation","serialization,tokenstore,transaction,replay,lifecycle,monitoring,messaging,stream,unitofwork,io,event,tracing,common,annotation,async,scheduling,eventhandling,jobrunr,queryhandling,property,commandhandling,deadline,util,xml,callbacks,commandfilter,digest,jdbc,distributed,responsetypes,lock,jpa,legacyjpa,upcasting,deadletter,interceptors,registration,correlation",""
"axon-eventsourcing-4.10.3","axon-eventsourcing-4.10.3",7,9,0.7777777777777778,"org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.eventstore.jdbc.statements,org.axonframework.eventsourcing.snapshotting,org.axonframework.eventsourcing,org.axonframework.eventsourcing.eventstore.jpa,org.axonframework.eventsourcing.conflictresolution,org.axonframework.eventsourcing.eventstore.jdbc","eventstore,statements,snapshotting,eventsourcing,jpa,conflictresolution,jdbc",""
"axon-server-connector-4.10.3","axon-server-connector-4.10.3",9,11,0.8181818181818182,"org.axonframework.axonserver.connector.query.subscription,org.axonframework.axonserver.connector.util,org.axonframework.axonserver.connector,org.axonframework.axonserver.connector.command,org.axonframework.axonserver.connector.event.axon,org.axonframework.axonserver.connector.query,org.axonframework.axonserver.connector.event.util,org.axonframework.axonserver.connector.heartbeat,org.axonframework.axonserver.connector.processor","subscription,util,connector,command,axon,query,heartbeat,processor",""
"axon-spring-boot-autoconfigure-4.10.3","axon-spring-boot-autoconfigure-4.10.3",8,9,0.8888888888888888,"org.axonframework.actuator.axonserver,org.axonframework.springboot.service.connection,org.axonframework.springboot.util.jpa,org.axonframework.springboot.util,org.axonframework.springboot,org.axonframework.actuator,org.axonframework.springboot.util.legacyjpa,org.axonframework.springboot.autoconfig","axonserver,connection,jpa,util,springboot,actuator,legacyjpa,autoconfig",""
"axon-spring-boot-autoconfigure-4.10.3","axon-tracing-opentelemetry-4.10.3",1,1,1.0,"org.axonframework.tracing.opentelemetry","opentelemetry",""
"axon-spring-boot-autoconfigure-4.10.3","axon-configuration-4.10.3",1,1,1.0,"org.axonframework.config","config",""
"axon-server-connector-4.10.3","axon-configuration-4.10.3",1,1,1.0,"org.axonframework.config","config",""
"axon-configuration-4.10.3","axon-disruptor-4.10.3",1,1,1.0,"org.axonframework.disruptor.commandhandling","commandhandling",""
