"directoryPath","directoryName","directoryParentPath","directoryParentName","mainAuthor","secondAuthor","thirdAuthor","authorCount","fileCount","commitCount","lastCreationDate","lastModificationDate","lastCommitDate","daysSinceLastCommit","daysSinceLastCreation","daysSinceLastModification","maxCommitSha","maxFileRelativePath","directoryPathLength","combinedDirectoriesCount","Source Cypher File: domains/git-history/queries/statistics/List_git_file_directories_with_commit_statistics.cypher"
"react-router-7.18.3","react-router-7.18.3","","","Matt Brophy","github-actions[bot]","Remix Run Bot",602,1187,4926,"2026-08-27","2026-08-28","2026-08-28",3,3,2,"fff84b5f20f35c347c9d6313dfc603db0eac6e19","react-router-7.18.3/typedoc.mjs",1,1,""
"react-router-7.18.3/.agents/skills",".agents/skills","react-router-7.18.3","react-router-7.18.3","Matt Brophy","Brooks Lybrand",,2,7,12,"2026-06-16","2026-06-16","2026-06-16",76,75,75,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.18.3/.agents/skills/react-router/references/rsc.md",3,2,""
"react-router-7.18.3/.agents/skills/fix-bug","fix-bug","react-router-7.18.3/.agents/skills","skills","Matt Brophy","Brooks Lybrand",,2,1,8,"2026-03-18","2026-06-04","2026-06-04",88,165,87,"d6f3a05d4124ae9c1f2f74c599f80d091268ce0c","react-router-7.18.3/.agents/skills/fix-bug/SKILL.md",4,1,""
"react-router-7.18.3/.agents/skills/implement-rfc","implement-rfc","react-router-7.18.3/.agents/skills","skills","Matt Brophy",,,1,1,4,"2026-05-07","2026-06-04","2026-06-04",88,115,87,"fadd6c490cc84abc560a2413ee6fa0f2617d098d","react-router-7.18.3/.agents/skills/implement-rfc/SKILL.md",4,1,""
"react-router-7.18.3/.agents/skills/react-router","react-router","react-router-7.18.3/.agents/skills","skills","Brooks Lybrand",,,1,5,1,"2026-06-16","2026-06-16","2026-06-16",76,75,75,"8f364c820ef698952e4bed876d6c93c895357692","react-router-7.18.3/.agents/skills/react-router/references/rsc.md",4,1,""
"react-router-7.18.3/.agents/skills/react-router/references","references","react-router-7.18.3/.agents/skills/react-router","react-router","Brooks Lybrand",,,1,4,1,"2026-06-16","2026-06-16","2026-06-16",76,75,75,"8f364c820ef698952e4bed876d6c93c895357692","react-router-7.18.3/.agents/skills/react-router/references/rsc.md",5,1,""
"react-router-7.18.3/.github",".github","react-router-7.18.3","react-router-7.18.3","Matt Brophy","Michael Jackson","Michaël De Boey",22,19,221,"2026-05-26","2026-06-16","2026-06-16",76,96,75,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.18.3/.github/workflows/test.yml",2,1,""
"react-router-7.18.3/.github/ISSUE_TEMPLATE","ISSUE_TEMPLATE","react-router-7.18.3/.github",".github","Matt Brophy","Pedro Cattori","Tim Dorr",13,3,51,"2023-01-11","2026-06-04","2026-06-04",88,1327,87,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.18.3/.github/ISSUE_TEMPLATE/documentation_isse.yml",3,1,""
"react-router-7.18.3/.github/workflows","workflows","react-router-7.18.3/.github",".github","Matt Brophy","dependabot[bot]","Michael Jackson",16,14,182,"2026-05-26","2026-06-16","2026-06-16",76,96,75,"ff4c0712f7b24d38f51f7b967d7c31aeac531bed","react-router-7.18.3/.github/workflows/test.yml",3,1,""
"react-router-7.18.3/decisions","decisions","react-router-7.18.3","react-router-7.18.3","Matt Brophy","Pedro Cattori","Michael Jackson",10,20,69,"2026-02-19","2026-06-04","2026-06-04",88,192,88,"ff67b74a33c9f13fac28afc4923d0bf5628998ec","react-router-7.18.3/decisions/template.md",2,1,""
