"codeFileExtension","firstThreeCodeFileLabels","codeFileCount","codeFileExamples","Source Cypher File: domains/git-history/queries/statistics/List_unresolved_git_files.cypher"
"json","File,NPM",1,"./package.json",""
"tsx","File,NPM",3,"./dist/config/default-rsc-entries/entry.rsc.tsx,./dist/config/default-rsc-entries/entry.ssr.tsx,./dist/config/default-rsc-entries/entry.client.tsx",""
"ts","File,NPM",1,"./rsc-types.d.ts",""
"json","File,TS",13,"/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router/.reports/jqa/ts-output.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router-remix-routes-option-adapter/.reports/jqa/ts-output.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router-serve/.reports/jqa/ts-output.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router-dom/.reports/jqa/ts-output.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router-express/.reports/jqa/ts-output.json,/home/runner/work/code-graph-analysis-examples/code-graph-analysis-examples/temp/react-router-7.18.3/./source/react-router-7.18.3/packages/react-router-fs-routes/.reports/jqa/ts-output.json",""
