"codeUnitName","shortCodeUnitName","propertyName","propertyValue","Source Cypher File: Dependencies_Projection/Dependencies_8_Stream_Mutated.cypher"
"axon-messaging-4.10.3","axon-messaging-4.10.3","embeddingsFastRandomProjection","-0.18560325,0.30235124,0.2297501,0.025434446,-0.09384208,0.28347313,-0.6346598,0.23509268,-0.0627416,-0.18415044,-0.6785746,0.42921498,0.42921498,0.52221745,-1.0787957,0.15332906",""
"axon-eventsourcing-4.10.3","axon-eventsourcing-4.10.3","embeddingsFastRandomProjection","-0.20803335,0.3372666,0.26534146,0.021389835,-0.10902467,0.31810462,-0.71671975,0.2626639,-0.07073544,-0.19792145,-0.6571349,0.48223332,0.48223332,0.47083643,-1.1044729,0.17868093",""
"axon-spring-boot-autoconfigure-4.10.3","axon-spring-boot-autoconfigure-4.10.3","embeddingsFastRandomProjection","-0.21680674,0.35309428,0.27854204,0.020520208,-0.108190194,0.337104,-0.7555485,0.2809356,-0.07396775,-0.21142496,-0.6772449,0.5034537,0.5034537,0.4871287,-1.1506364,0.18799874",""
"axon-server-connector-4.10.3","axon-server-connector-4.10.3","embeddingsFastRandomProjection","-0.19826916,0.32341063,0.25368354,0.019101962,-0.10371534,0.30074984,-0.6832916,0.25000352,-0.066903025,-0.18743446,-0.6293831,0.45926583,0.45926583,0.45130998,-1.0552745,0.17155385",""
"axon-tracing-opentelemetry-4.10.3","axon-tracing-opentelemetry-4.10.3","embeddingsFastRandomProjection","-0.19636641,0.3184074,0.25041422,0.019119166,-0.101806514,0.29518217,-0.6740052,0.24367893,-0.06560333,-0.18193619,-0.6233948,0.45209938,0.45209938,0.4460451,-1.040618,0.16968358",""
"axon-configuration-4.10.3","axon-configuration-4.10.3","embeddingsFastRandomProjection","-0.21578509,0.34217265,0.27161753,0.025625573,-0.10837879,0.3248008,-0.73077667,0.25454724,-0.07327726,-0.19593239,-0.6655956,0.4914783,0.4914783,0.477052,-1.116784,0.18197873",""
"axon-modelling-4.10.3","axon-modelling-4.10.3","embeddingsFastRandomProjection","-0.20423806,0.34307092,0.26434398,0.017756715,-0.1167241,0.3135852,-0.7108286,0.27229548,-0.069983095,-0.2038332,-0.6557806,0.48486933,0.48486933,0.4691249,-1.1081986,0.17860176",""
"axon-disruptor-4.10.3","axon-disruptor-4.10.3","embeddingsFastRandomProjection","-0.21216881,0.33628395,0.26545733,0.028368741,-0.10856667,0.3229685,-0.7155148,0.24960193,-0.07373894,-0.19746289,-0.6564454,0.4860348,0.4860348,0.4757796,-1.103529,0.17588176",""
"axon-test-4.10.3","axon-test-4.10.3","embeddingsFastRandomProjection","-0.20888644,0.32946974,0.26092282,0.027999144,-0.10592114,0.31808877,-0.704811,0.24572763,-0.072220914,-0.19337842,-0.649316,0.4772757,0.4772757,0.47051287,-1.087988,0.17307264",""
