"projectName","shortCodeUnitName","codeUnitName","anomalyRank","anomalyScore","bridgeRank","outlierRank","degreeRank","topFeature1","topFeature2","topFeature3","topFeature1Score","topFeature2Score","topFeature3Score","Source Cypher File: domains/anomaly-detection/labels/AnomalyDetectionTopAnomalies.cypher"
"axon-messaging-5.1.0","Context$ResourceKey","org.axonframework.messaging.core.Context$ResourceKey",11,0.061132154147212125,0,0,88,"articleRank","pageRank","pageToArticleRankDifference",-0.19586761133032518,-0.19244556468868376,-0.16539050917700357,""
"axon-messaging-5.1.0","QualifiedName","org.axonframework.messaging.core.QualifiedName",12,0.05566776884665231,0,0,78,"articleRank","pageRank","pageToArticleRankDifference",-0.20147066144331327,-0.16955437357620942,-0.13505829688762186,""
"axon-common-5.1.0","Configuration","org.axonframework.common.configuration.Configuration",13,0.051016086852717135,0,0,71,"pageRank","articleRank","pageToArticleRankDifference",-0.21176445419541126,-0.20785081749324136,-0.192771239227665,""
"axon-messaging-5.1.0","Metadata","org.axonframework.messaging.core.Metadata",14,0.04974152805908044,0,0,93,"pageRank","articleRank","pageToArticleRankDifference",-0.20773515955522615,-0.200318393863842,-0.17525218748415022,""
"axon-messaging-5.1.0","TrackingToken","org.axonframework.messaging.eventhandling.processing.streaming.token.TrackingToken",15,0.04527736955645284,0,0,82,"articleRank","pageRank","pageToArticleRankDifference",-0.22142945330561847,-0.1974113049873602,-0.15837110488063477,""
"axon-messaging-5.1.0","MessageStream$Entry","org.axonframework.messaging.core.MessageStream$Entry",16,0.0416173398922986,0,0,80,"pageRank","articleRank","pageToArticleRankDifference",-0.2046817315240658,-0.20307217686732876,-0.15619102487982103,""
"axon-common-5.1.0","AxonException","org.axonframework.common.AxonException",17,0.041458321235664675,0,0,116,"articleRank","pageRank","pageToArticleRankDifference",-0.2339039699590356,-0.2209608253787326,-0.19212090490835257,""
"axon-messaging-5.1.0","MessageType","org.axonframework.messaging.core.MessageType",18,0.041435022348850714,0,0,82,"articleRank","pageRank","incomingDependencies",-0.21982035228105384,-0.1642203510402258,-0.12226029930710773,""
"axon-messaging-5.1.0","MessageStream$Single","org.axonframework.messaging.core.MessageStream$Single",19,0.04069925874833985,0,0,86,"articleRank","pageRank","degree",-0.23313933704286455,-0.18727434762233303,-0.15867418094990127,""
"axon-messaging-5.1.0","MessageStream$Empty","org.axonframework.messaging.core.MessageStream$Empty",20,0.039009226708735356,0,0,84,"articleRank","degree","incomingDependencies",-0.2443095659531939,-0.1810771678612427,-0.1575715823456403,""
"axon-messaging-5.1.0","Context","org.axonframework.messaging.core.Context",21,0.03827414581920857,0,0,107,"articleRank","pageRank","pageToArticleRankDifference",-0.22469647745050375,-0.21492508245005043,-0.19596864197092292,""
"axon-eventsourcing-5.1.0","Position","org.axonframework.eventsourcing.eventstore.Position",22,0.03567254429763139,0,0,117,"pageRank","pageToArticleRankDifference","articleRank",-0.2844910457555243,-0.2472857710097775,-0.2055421920302588,""
"axon-common-5.1.0","Assert","org.axonframework.common.Assert",23,0.035394817901521824,0,0,101,"articleRank","pageRank","pageToArticleRankDifference",-0.22690648444489459,-0.17982322606276105,-0.15949759765166324,""
"axon-common-5.1.0","TypeReference$2","org.axonframework.common.TypeReference$2",24,0.03198785761854267,0,0,133,"pageRank","articleRank","pageToArticleRankDifference",-0.2544092184829074,-0.23672173180709655,-0.21699058446722302,""
"axon-common-5.1.0","TypeReference$1","org.axonframework.common.TypeReference$1",24,0.03198785761854267,0,0,133,"pageRank","articleRank","pageToArticleRankDifference",-0.2544092184829074,-0.23672173180709655,-0.21699058446722302,""
"axon-messaging-5.1.0","CommandMessage","org.axonframework.messaging.commandhandling.CommandMessage",25,0.02950436065848655,0,0,77,"articleRank","pageRank","pageToArticleRankDifference",-0.23095761764115139,-0.18617830002506663,-0.15141007744394797,""
"axon-messaging-5.1.0","MessageHandlingMember","org.axonframework.messaging.core.annotation.MessageHandlingMember",26,0.028301496655718184,0,0,93,"articleRank","pageRank","degree",-0.22772503697056337,-0.18486939002021854,-0.12435713145279359,""
"axon-messaging-5.1.0","ParameterResolver","org.axonframework.messaging.core.annotation.ParameterResolver",27,0.02759588116176187,0,0,89,"articleRank","pageRank","degree",-0.21545960428561425,-0.17291657229266244,-0.14532904845186695,""
"axon-common-5.1.0","ReflectionUtils","org.axonframework.common.ReflectionUtils",28,0.026968479454430094,0,0,103,"articleRank","pageRank","topologicalComponentLayer",-0.17144430135898814,-0.1505745777892947,-0.1344395892208534,""
"axon-common-5.1.0","AxonConfigurationException","org.axonframework.common.AxonConfigurationException",29,0.02427899722343102,0,0,110,"articleRank","pageRank","pageToArticleRankDifference",-0.23687442751107343,-0.18413689178264964,-0.16198153420061226,""
"axon-common-5.1.0","AxonNonTransientException","org.axonframework.common.AxonNonTransientException",30,0.02021548344526808,0,0,119,"pageRank","articleRank","pageToArticleRankDifference",-0.23718207295221524,-0.23385947950377867,-0.21102658031313215,""
"axon-common-5.1.0","TypeReflectionUtils$VarMap","org.axonframework.common.TypeReflectionUtils$VarMap",31,0.018241050377488632,5,0,129,"topologicalComponentLayer","pageToArticleRankDifference","pageRank",-0.16856682956222566,-0.15568457639024785,-0.14178210804958344,""
"axon-modelling-5.1.0","ManagedEntity","org.axonframework.modelling.repository.ManagedEntity",32,0.017677152686701725,8,0,123,"articleRank","nodeEmbeddingPCA_18","nodeEmbeddingPCA_34",-0.22400416503076065,-0.08757724732221996,-0.06469470990017603,""
"axon-common-5.1.0","TypeReflectionUtils","org.axonframework.common.TypeReflectionUtils",33,0.016632820351565936,4,0,130,"topologicalComponentLayer","nodeEmbeddingPCA_30","nodeEmbeddingPCA_33",-0.2002149231533728,-0.1440009260438369,-0.1267770474734767,""
"axon-eventsourcing-5.1.0","ConsistencyMarker","org.axonframework.eventsourcing.eventstore.ConsistencyMarker",34,0.015701791657321718,0,0,106,"articleRank","pageRank","pageToArticleRankDifference",-0.27230344646450333,-0.21573432643435547,-0.15878490047857968,""
"axon-common-5.1.0","TypeReflectionUtils$VarMap$UnresolvedTypeVariableException","org.axonframework.common.TypeReflectionUtils$VarMap$UnresolvedTypeVariableException",35,0.015302023367169404,2,0,132,"topologicalComponentLayer","nodeEmbeddingPCA_30","nodeEmbeddingPCA_33",-0.21190805228562642,-0.15318420183449422,-0.13732925546250327,""
"axon-common-5.1.0","TypeReflectionUtils$VarMap$ParameterizedTypeImpl","org.axonframework.common.TypeReflectionUtils$VarMap$ParameterizedTypeImpl",35,0.015302023367169404,1,0,132,"topologicalComponentLayer","nodeEmbeddingPCA_30","nodeEmbeddingPCA_33",-0.21190805228562642,-0.15318420183449422,-0.13732925546250327,""
"axon-modelling-5.1.0","EntityMetamodel","org.axonframework.modelling.entity.EntityMetamodel",36,0.015143029974701683,0,0,100,"articleRank","degree","betweenness",-0.18590745961473115,-0.14785336668795743,-0.08016027191601853,""
"axon-messaging-5.1.0","CommandResultMessage","org.axonframework.messaging.commandhandling.CommandResultMessage",37,0.011963432155902287,0,0,101,"pageRank","pageToArticleRankDifference","articleRank",-0.19129353297212703,-0.17695987808690208,-0.16566331734851095,""
"axon-messaging-5.1.0","Metadata$MetadataCollector","org.axonframework.messaging.core.Metadata$MetadataCollector",38,0.011893467361894838,0,0,133,"pageRank","pageToArticleRankDifference","topologicalComponentLayer",-0.2695264932247717,-0.23678493466685072,-0.11024367511888453,""
"axon-conversion-5.1.0","ContentTypeConverter","org.axonframework.conversion.ContentTypeConverter",39,0.010811662944070044,0,0,116,"articleRank","pageRank","pageToArticleRankDifference",-0.23626133524098553,-0.20557429330656063,-0.09046619420960167,""
"axon-messaging-5.1.0","EventHandlingComponent","org.axonframework.messaging.eventhandling.EventHandlingComponent",40,0.010674276422703854,9,0,105,"articleRank","betweenness","degree",-0.10489218292413799,-0.07694127458412096,-0.058564361386960154,""
"axon-messaging-5.1.0","EventTypeRestrictableEventCriteria","org.axonframework.messaging.eventstreaming.EventTypeRestrictableEventCriteria",41,0.010648378974483286,6,0,125,"nodeEmbeddingPCA_20","nodeEmbeddingPCA_9","nodeEmbeddingPCA_30",-0.0874262623597742,-0.06906138657646867,-0.05709113582641625,""
"axon-messaging-5.1.0","ProcessingLifecycle$Phase","org.axonframework.messaging.core.unitofwork.ProcessingLifecycle$Phase",42,0.009750315442386526,0,0,117,"pageRank","articleRank","topologicalComponentLayer",-0.16976287634740161,-0.15193516761574327,-0.14177604039188638,""
"axon-common-5.1.0","FutureUtils","org.axonframework.common.FutureUtils",43,0.007540450769740692,0,0,94,"degree","incomingDependencies","topologicalComponentLayer",-0.18241831973267655,-0.1707407572487842,-0.12154616692754786,""
"axon-modelling-5.1.0","Repository","org.axonframework.modelling.repository.Repository",44,0.007379314151480243,7,0,120,"articleRank","pageRank","nodeEmbeddingPCA_15",-0.09279186592924596,-0.04053294861587637,-0.040494128743038614,""
"axon-messaging-5.1.0","AbstractMessageStream$FetchResult","org.axonframework.messaging.core.AbstractMessageStream$FetchResult",45,0.007245065523582561,0,0,108,"articleRank","pageRank","pageToArticleRankDifference",-0.27834590629325806,-0.19483573890415723,-0.05053436046722826,""
"axon-messaging-5.1.0","RetryPolicy$Outcome","org.axonframework.messaging.core.retry.RetryPolicy$Outcome",46,0.0060447193074246175,0,0,125,"pageRank","pageToArticleRankDifference","nodeEmbeddingPCA_20",-0.23088330272000013,-0.21360460571185327,-0.039079523000875326,""
"axon-messaging-5.1.0","MessageHandlerInterceptor","org.axonframework.messaging.core.MessageHandlerInterceptor",47,0.004261051455376141,0,0,99,"degree","incomingDependencies","articleRank",-0.1695077021621244,-0.11922762103711812,-0.09155935319215001,""
"axon-messaging-5.1.0","MessageMonitor$MonitorCallback","org.axonframework.messaging.monitoring.MessageMonitor$MonitorCallback",48,0.0039575103400198985,0,0,113,"articleRank","pageToArticleRankDifference","pageRank",-0.26420423825492984,-0.05703310330454965,-0.05021006424928239,""
