"codeUnitName","shortCodeUnitName","nodeElementId","projectName","incomingDependencies","outgoingDependencies","communityId","clusteringCoefficient","articleRank","pageRank","pageToArticleRankDifference","betweenness","clusteringLabel","clusteringProbability","clusteringIsNoise","clusteringIsMedoid","clusteringSize","clusteringRadiusMax","clusteringRadiusAverage","clusteringNormalizedDistanceToMedoid","anomalyLabel","anomalyScore","anomalyTopFeature1","anomalyTopFeature2","anomalyTopFeature3","anomalyTopFeatureSHAPValue1","anomalyTopFeatureSHAPValue2","anomalyTopFeatureSHAPValue3","visualizationX","visualizationY","Source Cypher File: domains/anomaly-detection/features/AnomalyDetectionFeatures.cypher"
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository","4:cda98464-5532-45cb-b2b5-2272973bdca7:31","axon-eventsourcing-5.1.0",1,15,0,0.25833333333333336,0.1529713644786654,0.1545372448714048,0.0015658803927393883,40.75,42,1,0,0,10,7.6913834060542285,4.374955373490229,0.22003127252796062,0,-0.054332751389438105,"","","",0,0,0,1.3344181776046753,-2.7760937213897705,""
"org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity","EventSourcingRepository$EventSourcedEntity","4:cda98464-5532-45cb-b2b5-2272973bdca7:75","axon-eventsourcing-5.1.0",1,1,0,1,0.1721779515822833,0.17361466017938598,0.0014367085971026816,0,42,1,0,0,10,7.6913834060542285,4.374955373490229,0.2942398150553618,0,-0.04930439868408987,"","","",0,0,0,1.2759969234466553,-2.8987233638763428,""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore","4:cda98464-5532-45cb-b2b5-2272973bdca7:80","axon-eventsourcing-5.1.0",10,4,0,0.25274725274725274,0.2750499576749421,0.29419510908810637,0.019145151413164252,288.4761904761905,42,0.7824441591141323,0,0,10,7.6913834060542285,4.374955373490229,0.8239903262022023,0,-0.04550620047044546,"","","",0,0,0,1.2048300504684448,-2.3716788291931152,""
"org.axonframework.eventsourcing.handler.SourcingHandler","SourcingHandler","4:cda98464-5532-45cb-b2b5-2272973bdca7:81","axon-eventsourcing-5.1.0",3,4,0,0.5238095238095238,0.16208984056584194,0.163562789925401,0.0014729493595590504,69.16666666666666,42,1,0,1,10,7.6913834060542285,4.374955373490229,0,0,-0.053698158219806724,"","","",0,0,0,1.3625167608261108,-2.661402463912964,""
"org.axonframework.eventsourcing.handler.InitializingEntityEvolver","InitializingEntityEvolver","4:cda98464-5532-45cb-b2b5-2272973bdca7:82","axon-eventsourcing-5.1.0",4,7,0,0.36363636363636365,0.19642124116841975,0.21972303339809382,0.023301792229674073,59,42,1,0,0,10,7.6913834060542285,4.374955373490229,0.46860543602531696,0,-0.0688492702316924,"","","",0,0,0,1.4041712284088135,-2.682772159576416,""
"org.axonframework.eventsourcing.EventSourcedEntityFactory","EventSourcedEntityFactory","4:cda98464-5532-45cb-b2b5-2272973bdca7:83","axon-eventsourcing-5.1.0",9,2,0,0.2545454545454545,0.26341810389860415,0.39607558146854516,0.132657477569941,41,42,1,0,0,10,7.6913834060542285,4.374955373490229,0.5358236880337947,0,-0.04560047376925519,"","","",0,0,0,1.272378921508789,-2.720057249069214,""
"org.axonframework.eventsourcing.CriteriaResolver","CriteriaResolver","4:cda98464-5532-45cb-b2b5-2272973bdca7:85","axon-eventsourcing-5.1.0",10,2,1,0.24242424242424243,0.26504789710716564,0.4141310853632511,0.14908318825608546,276.325,42,0.6868135261765793,0,0,10,7.6913834060542285,4.374955373490229,1,0,-0.0319355580122031,"","","",0,0,0,-0.31788092851638794,-4.027377605438232,""
"org.axonframework.eventsourcing.handler.SimpleSourcingHandler","SimpleSourcingHandler","4:cda98464-5532-45cb-b2b5-2272973bdca7:89","axon-eventsourcing-5.1.0",2,12,0,0.26373626373626374,0.15574360842645082,0.15748907739382806,0.001745468967377234,256.6777777777778,42,0.8467685353638189,0,0,10,7.6913834060542285,4.374955373490229,0.8119924207041372,0,-0.048003140357436025,"","","",0,0,0,1.2492986917495728,-2.551769733428955,""
"org.axonframework.eventsourcing.eventstore.EventStoreTransaction","EventStoreTransaction","4:cda98464-5532-45cb-b2b5-2272973bdca7:96","axon-eventsourcing-5.1.0",10,5,0,0.37142857142857144,0.2670749051972688,0.31992442594659565,0.05284952074932686,315.25,-1,0,1,0,270,0,0,0,0,-0.0376740692505505,"","","",0,0,0,0.2460506558418274,0.7048283815383911,""
"org.axonframework.eventsourcing.annotation.CriteriaResolverDefinition","CriteriaResolverDefinition","4:cda98464-5532-45cb-b2b5-2272973bdca7:106","axon-eventsourcing-5.1.0",3,2,1,0.6,0.18169339516891542,0.2079596833244866,0.026266288155571194,10.316666666666668,70,1,0,0,6,4.344764403067529,3.312869540260484,0.806338703297882,0,-0.05797292029011092,"","","",0,0,0,-0.4195343852043152,-3.6056435108184814,""
"org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolverDefinition","AnnotationBasedEventCriteriaResolverDefinition","4:cda98464-5532-45cb-b2b5-2272973bdca7:107","axon-eventsourcing-5.1.0",1,4,1,0.6,0.1623259076453918,0.17252145628864624,0.010195548643254448,52.483333333333334,23,1,0,0,5,8.607493480900303,4.35756625821814,0.8109292675573595,0,-0.06667720061202986,"","","",0,0,0,4.6068115234375,-0.8968909382820129,""
"org.axonframework.eventsourcing.annotation.EventTags","EventTags","4:cda98464-5532-45cb-b2b5-2272973bdca7:111","axon-eventsourcing-5.1.0",2,1,2,1,0.18422381392756418,1.082557798458835,0.8983339845312709,3,34,1,0,0,11,6.557925201021135,4.120867640690201,1,0,-0.006984227996262693,"","","",0,0,0,-1.4455312490463257,4.520014762878418,""
"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory","AnnotationBasedEventSourcedEntityFactory","4:cda98464-5532-45cb-b2b5-2272973bdca7:114","axon-eventsourcing-5.1.0",3,20,3,0.17142857142857143,0.21263339018016297,0.2386492465309627,0.026015856350799726,166.16666666666669,54,1,0,0,7,4.314130791928619,2.8589175010233054,0.5369143918637315,0,-0.07082947324025207,"","","",0,0,0,1.2727359533309937,3.4038825035095215,""
"org.axonframework.eventsourcing.annotation.EventSourcedEntity","EventSourcedEntity","4:cda98464-5532-45cb-b2b5-2272973bdca7:318","axon-eventsourcing-5.1.0",2,6,1,0.25,0.15668840238581244,0.15897503638199786,0.002286633996185422,1406.75,23,1,0,0,5,8.607493480900303,4.35756625821814,1,0,-0.03352855733141902,"","","",0,0,0,-0.17358802258968353,-3.327617645263672,""
"org.axonframework.eventsourcing.annotation.EventTag","EventTag","4:cda98464-5532-45cb-b2b5-2272973bdca7:319","axon-eventsourcing-5.1.0",2,1,2,1,0.19429865069885224,1.0895643933798385,0.8952657426809862,0,34,1,0,0,11,6.557925201021135,4.120867640690201,0.8013822116362247,0,-0.03503863534577473,"","","",0,0,0,-1.4013279676437378,4.4300312995910645,""
