"artifactName","dependentArtifactName","dependentPackages","dependentArtifactPackages","packageUsagePercentage","dependentFullQualifiedPackageNames","dependentPackageNames","Source Cypher File: domains/internal-dependencies/queries/internal-dependencies/How_many_packages_compared_to_all_existing_are_used_by_dependent_artifacts.cypher"
"axon-tracing-opentelemetry-5.1.1","axon-messaging-5.1.1",2,57,0.03508771929824561,"org.axonframework.messaging.core,org.axonframework.messaging.tracing","core,tracing",""
"axon-tracing-opentelemetry-5.1.1","axon-common-5.1.1",1,15,0.06666666666666667,"org.axonframework.common","common",""
"axoniq-spring-boot-autoconfigure-5.1.1","axon-common-5.1.1",1,15,0.06666666666666667,"org.axonframework.common.configuration","configuration",""
"axoniq-spring-boot-autoconfigure-5.1.1","axon-messaging-5.1.1",4,57,0.07017543859649122,"org.axonframework.messaging.eventhandling.processing.streaming.pooled,org.axonframework.messaging.core.unitofwork.transaction.jdbc,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.unitofwork.transaction.jpa","pooled,jdbc,conversion,jpa",""
"axon-test-5.1.1","axon-eventsourcing-5.1.1",1,11,0.09090909090909091,"org.axonframework.eventsourcing.eventstore","eventstore",""
"axon-metrics-micrometer-5.1.1","axon-messaging-5.1.1",7,57,0.12280701754385964,"org.axonframework.messaging.eventhandling,org.axonframework.messaging.commandhandling,org.axonframework.messaging.monitoring,org.axonframework.messaging.queryhandling,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.monitoring.configuration,org.axonframework.messaging.core","eventhandling,commandhandling,monitoring,queryhandling,processing,configuration,core",""
"axon-metrics-micrometer-5.1.1","axon-common-5.1.1",2,15,0.13333333333333333,"org.axonframework.common.configuration,org.axonframework.common","configuration,common",""
"axon-server-connector-5.1.1","axon-modelling-5.1.1",1,7,0.14285714285714285,"org.axonframework.modelling","modelling",""
"axon-test-5.1.1","axon-messaging-5.1.1",9,57,0.15789473684210525,"org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.monitoring,org.axonframework.messaging.core,org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling,org.axonframework.messaging.core.annotation,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.core.conversion,org.axonframework.messaging.eventstreaming","unitofwork,monitoring,core,commandhandling,eventhandling,annotation,token,conversion,eventstreaming",""
"axon-eventsourcing-5.1.1","axon-conversion-5.1.1",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-update-5.1.1","axon-common-5.1.1",3,15,0.2,"org.axonframework.common.annotation,org.axonframework.common,org.axonframework.common.configuration","annotation,common,configuration",""
"axoniq-spring-boot-autoconfigure-5.1.1","axon-conversion-5.1.1",1,5,0.2,"org.axonframework.conversion","conversion",""
"axoniq-spring-boot-autoconfigure-5.1.1","axon-server-connector-5.1.1",2,10,0.2,"io.axoniq.framework.axonserver.connector.configuration,io.axoniq.framework.axonserver.connector.api","configuration,api",""
"axon-conversion-5.1.1","axon-conversion-5.1.1",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-conversion-5.1.1","axon-common-5.1.1",3,15,0.2,"org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common","infra,annotation,common",""
"axon-server-connector-5.1.1","axon-conversion-5.1.1",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-modelling-5.1.1","axon-conversion-5.1.1",1,5,0.2,"org.axonframework.conversion","conversion",""
"axon-modelling-5.1.1","axon-messaging-5.1.1",13,57,0.22807017543859648,"org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.core,org.axonframework.messaging.eventhandling,org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.configuration.reflection,org.axonframework.messaging.core.interception.annotation,org.axonframework.messaging.core.annotation,org.axonframework.messaging.core.configuration,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.core.conversion,org.axonframework.messaging.commandhandling.annotation","unitofwork,core,eventhandling,commandhandling,conversion,reflection,annotation,configuration",""
"axon-server-connector-5.1.1","axon-messaging-5.1.1",14,57,0.24561403508771928,"org.axonframework.messaging.core,org.axonframework.messaging.core.conversion,org.axonframework.messaging.queryhandling,org.axonframework.messaging.commandhandling,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventhandling.processing.subscribing,org.axonframework.messaging.eventhandling.processing.streaming.segmenting,org.axonframework.messaging.eventhandling.processing,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.eventhandling.processing.streaming.token.store,org.axonframework.messaging.eventhandling.processing.streaming,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling.processing.streaming.token","core,conversion,queryhandling,commandhandling,eventhandling,subscribing,segmenting,processing,eventstreaming,store,streaming,unitofwork,token",""
"axon-test-5.1.1","axon-common-5.1.1",4,15,0.26666666666666666,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.annotation,org.axonframework.common.configuration","common,infra,annotation,configuration",""
"axon-server-connector-5.1.1","axon-eventsourcing-5.1.1",3,11,0.2727272727272727,"org.axonframework.eventsourcing.snapshot.api,org.axonframework.eventsourcing.eventstore,org.axonframework.eventsourcing.snapshot.store","api,eventstore,store",""
"axon-eventsourcing-5.1.1","axon-messaging-5.1.1",16,57,0.2807017543859649,"org.axonframework.messaging.core,org.axonframework.messaging.core.unitofwork,org.axonframework.messaging.eventhandling,org.axonframework.messaging.eventstreaming,org.axonframework.messaging.eventhandling.conversion,org.axonframework.messaging.core.conversion,org.axonframework.messaging.core.configuration,org.axonframework.messaging.commandhandling,org.axonframework.messaging.queryhandling.configuration,org.axonframework.messaging.core.annotation,org.axonframework.messaging.eventhandling.configuration,org.axonframework.messaging.commandhandling.configuration,org.axonframework.messaging.core.interception,org.axonframework.messaging.eventhandling.annotation,org.axonframework.messaging.eventhandling.processing.streaming.token,org.axonframework.messaging.core.unitofwork.transaction","core,unitofwork,eventhandling,eventstreaming,conversion,configuration,commandhandling,annotation,interception,token,transaction",""
"axon-modelling-5.1.1","axon-common-5.1.1",5,15,0.3333333333333333,"org.axonframework.common,org.axonframework.common.infra,org.axonframework.common.property,org.axonframework.common.configuration,org.axonframework.common.annotation","common,infra,property,configuration,annotation",""
"axon-server-connector-5.1.1","axon-common-5.1.1",6,15,0.4,"org.axonframework.common.configuration,org.axonframework.common,org.axonframework.common.util,org.axonframework.common.annotation,org.axonframework.common.infra,org.axonframework.common.lifecycle","configuration,common,util,annotation,infra,lifecycle",""
"axon-messaging-5.1.1","axon-conversion-5.1.1",2,5,0.4,"org.axonframework.conversion,org.axonframework.conversion.jackson","conversion,jackson",""
