"name","shortName","louvainId","louvainIntermediateIds","leidenId","leidenIntermediateIds","leidenModularity","stronglyConnectedComponentId","weaklyConnectedComponentId","labelPropagationId","kCoreDecompositionValue","maximumKCutId","communityFastRpHdbscanLabel","incomingDependencies","outgoingDependencies","Source Cypher File: domains/graph-algorithms/queries/community-detection/Community_Detection_Summary.cypher"
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$1","SnapshotPolicy$1",0,"23,281,876",0,"23,230,14,8",,0,0,0,4,24,0,1,3,""
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy$2","SnapshotPolicy$2",0,"23,281,876",0,"23,230,14,8",,0,0,0,4,5,0,1,3,""
"org.axonframework.eventsourcing.snapshot.inmemory.InMemorySnapshotStore","InMemorySnapshotStore",1,"457,60,809",1,"457,285,15,5",,1,0,1,3,85,0,0,3,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore","InterceptingEventStore",1,"621,573,921",2,"621,59,0,21",,2,0,2,9,84,0,2,15,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingAppender","InterceptingEventStore$InterceptingAppender",1,"621,573,921",2,"621,59,0,21",,3,0,2,9,0,0,2,7,""
"org.axonframework.eventsourcing.eventstore.StartPosition","StartPosition",1,"10,60,809",1,"10,285,15,5",,4,0,3,2,43,0,1,1,""
"org.axonframework.eventsourcing.eventstore.MetadataBasedTagResolver","MetadataBasedTagResolver",2,"1148,809,809",1,"1148,198,15,5",,5,0,2,4,62,0,0,4,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$OriginConsistencyMarker","ConsistencyMarkers$OriginConsistencyMarker",2,"84,60,809",1,"84,264,15,5",,6,0,4,3,90,0,2,2,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers$InfinityConsistencyMarker","ConsistencyMarkers$InfinityConsistencyMarker",2,"84,60,809",1,"84,264,15,5",,6,0,4,3,3,0,2,2,""
"org.axonframework.eventsourcing.eventstore.TerminalEventMessage","TerminalEventMessage",3,"622,706,706",3,"626,17,1,9",,7,0,5,7,7,0,4,3,""
"org.axonframework.eventsourcing.eventstore.Position","Position",1,"10,60,809",1,"10,285,15,5",,4,0,3,7,99,0,18,1,""
"org.axonframework.eventsourcing.CriteriaResolver","CriteriaResolver",1,"621,573,921",2,"621,156,0,21",,8,0,2,8,4,0,10,2,""
"org.axonframework.eventsourcing.eventstore.SourcingStrategy$Snapshot","SourcingStrategy$Snapshot",1,"621,573,921",1,"30,285,15,5",,9,0,3,6,41,0,4,3,""
"org.axonframework.eventsourcing.eventstore.SnapshotEventMessage","SnapshotEventMessage",4,"626,626,626",3,"626,17,1,9",,10,0,5,6,59,0,2,4,""
"org.axonframework.eventsourcing.EventSourcedEntityFactory","EventSourcedEntityFactory",1,"621,573,921",2,"621,156,0,21",,11,0,2,7,4,0,9,2,""
"org.axonframework.eventsourcing.eventstore.InterceptingEventStore$InterceptingEventStoreTransaction","InterceptingEventStore$InterceptingEventStoreTransaction",1,"621,573,921",2,"621,59,0,21",,2,0,2,9,4,0,1,10,""
"org.axonframework.eventsourcing.eventstore.SourcingStrategy$Absolute","SourcingStrategy$Absolute",1,"27,60,809",1,"27,285,15,5",,9,0,3,6,5,0,5,3,""
"org.axonframework.eventsourcing.eventstore.TagResolver","TagResolver",2,"17,809,809",1,"85,198,15,5",,12,0,2,5,96,0,7,2,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarker","ConsistencyMarker",2,"84,60,809",1,"84,264,15,5",,6,0,4,9,0,0,24,5,""
"org.axonframework.eventsourcing.eventstore.NoAppendCondition","NoAppendCondition",2,"84,60,809",1,"84,264,15,5",,13,0,4,5,98,0,1,4,""
"org.axonframework.eventsourcing.eventstore.DefaultAppendCondition","DefaultAppendCondition",2,"84,60,809",1,"84,264,15,5",,13,0,4,5,95,0,3,3,""
"org.axonframework.eventsourcing.eventstore.EventCoordinator$1","EventCoordinator$1",2,"32,60,809",1,"32,67,15,5",,14,0,6,4,47,0,1,3,""
"org.axonframework.eventsourcing.eventstore.DefaultSourcingCondition","DefaultSourcingCondition",1,"27,60,809",1,"27,285,15,5",,15,0,3,6,49,0,1,5,""
"org.axonframework.eventsourcing.snapshot.api.SnapshotPolicy","SnapshotPolicy",0,"23,281,876",0,"23,230,14,8",,0,0,0,5,77,0,6,4,""
"org.axonframework.eventsourcing.snapshot.store.SnapshotStore","SnapshotStore",1,"621,573,921",1,"30,285,15,5",,16,0,2,7,1,0,7,3,""
"org.axonframework.eventsourcing.eventstore.EventStore","EventStore",1,"621,573,921",2,"621,59,0,21",,17,0,2,9,49,0,10,4,""
"org.axonframework.eventsourcing.eventstore.EventStoreTransaction","EventStoreTransaction",1,"621,573,921",2,"621,59,0,21",,18,0,2,9,25,0,9,6,""
"org.axonframework.eventsourcing.eventstore.SourcingCondition","SourcingCondition",1,"27,60,809",1,"27,285,15,5",,15,0,3,9,87,0,13,6,""
"org.axonframework.eventsourcing.eventstore.SourcingStrategy","SourcingStrategy",1,"27,60,809",1,"27,285,15,5",,9,0,3,6,37,0,4,2,""
"org.axonframework.eventsourcing.eventstore.EventCoordinator$Handle","EventCoordinator$Handle",2,"32,60,809",1,"32,67,15,5",,19,0,6,4,72,0,6,1,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine","EventStorageEngine",1,"621,573,921",1,"30,285,15,5",,20,0,2,9,3,0,10,11,""
"org.axonframework.eventsourcing.eventstore.AppendCondition","AppendCondition",2,"84,60,809",1,"84,264,15,5",,13,0,4,9,63,0,15,5,""
"org.axonframework.eventsourcing.eventstore.EventCoordinator","EventCoordinator",2,"32,60,809",1,"32,67,15,5",,14,0,6,4,91,0,4,3,""
"org.axonframework.eventsourcing.snapshot.api.EvolutionResult","EvolutionResult",0,"23,281,876",0,"23,230,14,8",,21,0,0,4,73,0,4,0,""
"org.axonframework.eventsourcing.snapshot.api.Snapshot","Snapshot",1,"457,60,809",1,"457,285,15,5",,22,0,1,6,12,0,6,1,""
"org.axonframework.eventsourcing.eventstore.EmptyAppendTransaction","EmptyAppendTransaction",2,"84,60,809",1,"84,264,15,5",,23,0,4,5,53,0,3,2,""
"org.axonframework.eventsourcing.EntityMissingAfterLoadOrCreateException","EntityMissingAfterLoadOrCreateException",1,"621,573,921",2,"621,156,0,21",,24,0,2,1,9,0,1,0,""
"org.axonframework.eventsourcing.EntityMissingAfterFirstEventException","EntityMissingAfterFirstEventException",1,"621,573,921",2,"621,156,0,21",,25,0,2,1,39,0,1,0,""
"org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler$SnapshotIncompatibleException","SnapshottingEntityLifecycleHandler$SnapshotIncompatibleException",1,"621,573,921",2,"621,156,0,21",,26,0,2,1,67,0,1,0,""
"org.axonframework.eventsourcing.handler.SimpleEntityLifecycleHandler","SimpleEntityLifecycleHandler",1,"621,573,921",2,"621,156,0,21",,27,0,2,9,85,0,2,13,""
"org.axonframework.eventsourcing.handler.InitializingEntityEvolver","InitializingEntityEvolver",1,"621,573,921",2,"621,156,0,21",,28,0,2,9,51,0,4,9,""
"org.axonframework.eventsourcing.handler.SnapshottingEntityLifecycleHandler","SnapshottingEntityLifecycleHandler",1,"621,573,921",2,"621,156,0,21",,29,0,2,10,84,0,1,25,""
"org.axonframework.eventsourcing.eventstore.StreamSpliterator","StreamSpliterator",2,"75,60,809",1,"75,67,15,5",,30,0,7,2,32,0,1,1,""
"org.axonframework.eventsourcing.eventstore.PayloadBasedTagResolver","PayloadBasedTagResolver",2,"1148,809,809",1,"1148,198,15,5",,31,0,8,3,30,0,0,3,""
"org.axonframework.eventsourcing.eventstore.ContinuousMessageStream","ContinuousMessageStream",3,"622,706,706",4,"622,58,9,23",,32,0,5,7,72,0,1,6,""
"org.axonframework.eventsourcing.handler.EntityLifecycleHandler","EntityLifecycleHandler",1,"621,573,921",2,"621,156,0,21",,33,0,2,6,66,0,3,4,""
"org.axonframework.eventsourcing.handler.SourcingHandler","SourcingHandler",1,"621,573,921",2,"119,275,47,3",,34,0,2,3,35,0,1,2,""
"org.axonframework.eventsourcing.eventstore.TaggedEventMessage","TaggedEventMessage",2,"60,60,809",1,"60,264,15,5",,35,0,9,9,97,0,16,2,""
"org.axonframework.eventsourcing.eventstore.EventStorageEngine$AppendTransaction","EventStorageEngine$AppendTransaction",2,"84,60,809",1,"84,264,15,5",,36,0,4,9,1,0,13,1,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$TokenAndEvent","AggregateBasedJpaEventStorageEngine$TokenAndEvent",2,"75,60,809",1,"75,67,15,5",,37,0,7,3,95,0,1,2,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$2","AggregateBasedJpaEventStorageEngine$2",2,"75,60,809",1,"75,67,15,5",,38,0,7,6,95,0,1,6,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$1","AggregateBasedJpaEventStorageEngine$1",2,"75,60,809",1,"75,67,15,5",,38,0,7,3,24,0,1,2,""
"org.axonframework.eventsourcing.eventstore.jpa.GapAwareTrackingTokenOperations","GapAwareTrackingTokenOperations",2,"75,60,809",1,"75,67,15,5",,39,0,7,4,41,0,1,4,""
"org.axonframework.eventsourcing.annotation.EventTag","EventTag",2,"70,809,809",1,"1148,198,15,5",,40,0,8,3,0,0,2,1,""
"org.axonframework.eventsourcing.annotation.EventTags","EventTags",2,"70,809,809",1,"1148,198,15,5",,40,0,8,3,38,0,2,1,""
"org.axonframework.eventsourcing.eventstore.AbstractConsistencyMarker","AbstractConsistencyMarker",2,"84,60,809",1,"84,264,15,5",,41,0,4,3,60,0,2,1,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine$AggregateSource","AggregateBasedJpaEventStorageEngine$AggregateSource",2,"75,60,809",1,"75,67,15,5",,42,0,7,4,82,0,1,3,""
"org.axonframework.eventsourcing.eventstore.AggregateSequenceNumberPosition","AggregateSequenceNumberPosition",1,"10,60,809",1,"10,285,15,5",,43,0,3,6,28,0,4,2,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker$AggregateSequencer","AggregateBasedConsistencyMarker$AggregateSequencer",2,"75,60,809",1,"75,67,15,5",,44,0,7,6,50,0,5,1,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedConsistencyMarker","AggregateBasedConsistencyMarker",2,"75,60,809",1,"75,67,15,5",,44,0,7,6,21,0,7,8,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine","InMemoryEventStorageEngine",2,"60,60,809",1,"60,264,15,5",,45,0,9,9,40,0,5,23,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$1","InMemoryEventStorageEngine$1",2,"60,60,809",1,"60,264,15,5",,45,0,9,8,10,0,1,9,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream","InMemoryEventStorageEngine$MapBackedSourcingEventMessageStream",2,"60,60,809",1,"60,264,15,5",,45,0,9,9,6,0,1,11,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream","InMemoryEventStorageEngine$MapBackedStreamingEventMessageStream",2,"60,60,809",1,"60,264,15,5",,45,0,9,6,0,0,1,5,""
"org.axonframework.eventsourcing.eventstore.inmemory.InMemoryEventStorageEngine$MapBackedMessageStream","InMemoryEventStorageEngine$MapBackedMessageStream",2,"60,60,809",1,"60,264,15,5",,45,0,9,9,65,0,4,11,""
"org.axonframework.eventsourcing.eventstore.AppendEventsTransactionRejectedException","AppendEventsTransactionRejectedException",2,"1148,809,809",1,"1148,264,15,5",,46,0,7,5,19,0,4,2,""
"org.axonframework.eventsourcing.eventstore.GlobalIndexConsistencyMarker","GlobalIndexConsistencyMarker",2,"84,60,809",1,"84,264,15,5",,47,0,4,7,57,0,6,4,""
"org.axonframework.eventsourcing.eventstore.GlobalIndexPosition","GlobalIndexPosition",1,"10,60,809",1,"10,285,15,5",,48,0,3,6,31,0,4,2,""
"org.axonframework.eventsourcing.eventstore.EventStoreException","EventStoreException",5,"169,482,482",5,"750,65,11,12",,49,0,10,2,55,0,1,1,""
"org.axonframework.eventsourcing.eventstore.ConsistencyMarkers","ConsistencyMarkers",2,"84,60,809",1,"84,264,15,5",,50,0,4,2,55,0,0,2,""
"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver","AnnotationBasedTagResolver",2,"70,809,809",1,"1148,198,15,5",,51,0,8,5,6,0,1,7,""
"org.axonframework.eventsourcing.eventstore.SnapshotCapableEventStorageEngine","SnapshotCapableEventStorageEngine",1,"621,573,921",1,"30,285,15,5",,52,0,3,9,24,0,1,20,""
"org.axonframework.eventsourcing.eventstore.AggregateBasedEventStorageEngineUtils","AggregateBasedEventStorageEngineUtils",2,"1148,809,809",1,"1148,264,15,5",,53,0,7,6,45,0,3,5,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLErrorCodesResolver","SQLErrorCodesResolver",6,"97,684,684",6,"97,46,2,25",,54,0,11,3,96,0,0,4,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateEventEntry","AggregateEventEntry",2,"75,60,809",1,"75,67,15,5",,55,0,7,3,15,0,3,1,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngine","AggregateBasedJpaEventStorageEngine",2,"75,60,809",1,"75,67,15,5",,38,0,7,10,54,0,2,52,""
"org.axonframework.eventsourcing.eventstore.TooManyTagsOnEventMessageException","TooManyTagsOnEventMessageException",2,"1148,809,809",1,"1148,198,15,5",,56,0,2,3,28,0,1,2,""
"org.axonframework.eventsourcing.eventstore.AnnotationBasedTagResolver$TagResolutionException","AnnotationBasedTagResolver$TagResolutionException",2,"70,809,809",1,"1148,198,15,5",,57,0,8,1,73,0,1,0,""
"org.axonframework.eventsourcing.eventstore.GenericTaggedEventMessage","GenericTaggedEventMessage",2,"1148,809,809",1,"1148,198,15,5",,58,0,8,5,24,0,1,4,""
"org.axonframework.eventsourcing.eventstore.jpa.AggregateBasedJpaEventStorageEngineConfiguration","AggregateBasedJpaEventStorageEngineConfiguration",2,"75,60,809",1,"75,67,15,5",,59,0,7,3,68,0,1,4,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator","JpaPollingEventCoordinator",2,"81,60,809",1,"81,67,15,5",,60,0,2,4,47,0,1,5,""
"org.axonframework.eventsourcing.eventstore.jpa.JpaPollingEventCoordinator$1","JpaPollingEventCoordinator$1",2,"81,60,809",1,"81,67,15,5",,60,0,2,4,74,0,1,3,""
"org.axonframework.eventsourcing.eventstore.jpa.SQLStateResolver","SQLStateResolver",5,"482,482,482",5,"482,65,11,12",,61,0,7,2,31,0,0,2,""
"org.axonframework.eventsourcing.eventstore.StorageEngineBackedEventStore","StorageEngineBackedEventStore",1,"621,573,921",2,"923,59,0,21",,62,0,2,9,19,0,1,19,""
"org.axonframework.eventsourcing.eventstore.DefaultEventStoreTransaction","DefaultEventStoreTransaction",2,"84,60,809",1,"84,264,15,5",,63,0,4,9,40,0,1,19,""
"org.axonframework.eventsourcing.eventstore.MultiTagResolver","MultiTagResolver",2,"17,809,809",1,"85,198,15,5",,64,0,2,3,43,0,0,3,""
"org.axonframework.eventsourcing.EventSourcingRepository$EventSourcedEntity","EventSourcingRepository$EventSourcedEntity",1,"621,573,921",2,"621,156,0,21",,65,0,2,2,38,0,1,1,""
"org.axonframework.eventsourcing.EventSourcingRepository","EventSourcingRepository",1,"621,573,921",2,"621,156,0,21",,66,0,2,8,72,0,1,13,""
"org.axonframework.eventsourcing.annotation.AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod","AnnotationBasedEventCriteriaResolver$WrappedEventCriteriaBuilderMethod",7,"96,171,171",6,"96,220,23,14",,67,0,12,5,94,0,1,4,""
"org.axonframework.eventsourcing.annotation.EventSourcedEntity","EventSourcedEntity",0,"281,281,876",0,"115,230,14,8",,67,0,13,5,43,0,2,6,""
"org.axonframework.eventsourcing.annotation.EventCriteriaBuilder","EventCriteriaBuilder",7,"96,171,171",6,"96,220,23,14",,68,0,12,1,54,0,1,0,""
"org.axonframework.eventsourcing.annotation.reflection.AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator","AnnotationBasedEventSourcedEntityFactory$ScannedEntityCreator",6,"97,684,684",6,"97,46,2,25",,69,0,11,8,73,0,1,8,""
"org.axonframework.eventsourcing.annotation.reflection.InjectEntityId","InjectEntityId",6,"97,684,684",6,"97,46,2,25",,70,0,11,1,64,0,1,0,""
